County,Average Annual Count,Recent Trend,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Death Rate cases per 100,000",Recent 5-Year Trend in Death Rates
St. Louis County,448,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,161.8 ,161.8 
Koochiching County,36,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,161.7 ,161.7 
Brown County,66,stable,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,161.1 ,161.1 
Hubbard County,56,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,159.8 ,159.8 
Aitkin County,54,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,159.8 ,159.8 
Douglas County,96,stable,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,159.7 ,159.7 
Pipestone County,24,stable,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,159.5 ,159.5 
Swift County,24,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,159.3 ,159.3 
Red Lake County,9,stable,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,159.2 ,159.2 
Crow Wing County,160,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,159.0 ,159.0 
Watonwan County,23,stable,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,158.6 ,158.6 
Clearwater County,19,stable,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,158.4 ,158.4 
Big Stone County,16,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,158.4 ,158.4 
Mower County,87,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,157.6 ,157.6 
Goodhue County,108,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,157.5 ,157.5 
Lyon County,50,stable,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,157.2 ,157.2 
Morrison County,76,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,157.1 ,157.1 
Norman County,17,stable,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,157.1 ,157.1 
Carlton County,72,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,157.0 ,157.0 
Renville County,36,stable,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,156.9 ,156.9 
Cass County,75,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,156.8 ,156.8 
Winona County,97,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,156.6 ,156.6 
Meeker County,53,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,156.6 ,156.6 
Isanti County,75,stable,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,156.3 ,156.3 
Freeborn County,75,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,155.8 ,155.8 
Dodge County,36,stable,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,154.9 ,154.9 
Chisago County,99,stable,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,154.8 ,154.8 
Cottonwood County,30,stable,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,153.7 ,153.7 
Sherburne County,127,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,153.6 ,153.6 
Traverse County,11,stable,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,153.5 ,153.5 
Mahnomen County,8,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,153.2 ,153.2 
Anoka County,534,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,152.7 ,152.7 
Fillmore County,50,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,152.4 ,152.4 
Clay County,97,stable,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,151.8 ,151.8 
Yellow Medicine County,23,stable,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,151.7 ,151.7 
Wright County,195,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,151.5 ,151.5 
Jackson County,25,stable,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,150.5 ,150.5 
Cook County,13,stable,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,149.8 ,149.8 
Benton County,67,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,149.5 ,149.5 
Wabasha County,51,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,148.7 ,148.7 
Pennington County,28,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,148.1 ,148.1 
Waseca County,37,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,147.8 ,147.8 
Kandiyohi County,82,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,147.5 ,147.5 
Stearns County,256,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,147.2 ,147.2 
Washington County,392,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,146.7 ,146.7 
Ramsey County,756,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,146.6 ,146.6 
Lake County,29,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,146.4 ,146.4 
Grant County,14,stable,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,146.4 ,146.4 
Rice County,108,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,145.2 ,145.2 
Scott County,164,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,143.7 ,143.7 
Blue Earth County,101,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,143.2 ,143.2 
Beltrami County,69,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,143.0 ,143.0 
Kittson County,11,stable,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,142.9 ,142.9 
Becker County,69,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,142.3 ,142.3 
Otter Tail County,141,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,141.9 ,141.9 
Nicollet County,57,stable,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,141.2 ,141.2 
McLeod County,70,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,140.6 ,140.6 
Lac qui Parle County,18,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,140.6 ,140.6 
Dakota County,587,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,140.0 ,140.0 
Kanabec County,33,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,138.5 ,138.5 
Marshall County,21,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,137.9 ,137.9 
Hennepin County,1637,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,137.4 ,137.4 
Murray County,20,stable,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,136.1 ,136.1 
Steele County,65,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,135.7 ,135.7 
Redwood County,32,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,133.5 ,133.5 
Stevens County,16,stable,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,133.2 ,133.2 
Pope County,24,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,132.5 ,132.5 
Todd County,50,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,131.6 ,131.6 
Houston County,39,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,131.5 ,131.5 
Lake of the Woods County,8,stable,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,128.4 ,128.4 
Carver County,121,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,127.9 ,127.9 
Olmsted County,216,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,125.7 ,125.7 
Roseau County,25,falling,Minnesota ,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,123.6 ,123.6 
Anoka County,15,*,Minnesota ,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,206.1 ,206.1 
Dakota County,20,*,Minnesota ,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,191.6 ,191.6 
Hennepin County,181,falling,Minnesota ,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,184.7 ,184.7 
Ramsey County,59,falling,Minnesota ,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,165.9 ,165.9 
Olmsted County,7,falling,Minnesota ,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,147.3 ,147.3 
Stearns County,5,*,Minnesota ,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,126.8 ,126.8 
Washington County,6,*,Minnesota ,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,88.8 ,88.8 
Mahnomen County,6,*,Minnesota ,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,374.5 ,374.5 
Cass County,9,stable,Minnesota ,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,313.7 ,313.7 
St. Louis County,8,stable,Minnesota ,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,277.9 ,277.9 
Carlton County,5,*,Minnesota ,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,277.2 ,277.2 
Becker County,6,stable,Minnesota ,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,276.7 ,276.7 
Itasca County,4,*,Minnesota ,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,221.8 ,221.8 
Hennepin County,17,stable,Minnesota ,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,217.1 ,217.1 
Beltrami County,12,falling,Minnesota ,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,194.7 ,194.7 
Anoka County,4,*,Minnesota ,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,167.2 ,167.2 
Ramsey County,5,*,Minnesota ,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,149.4 ,149.4 
Ramsey County,57,stable,Minnesota ,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,139.0 ,139.0 
Hennepin County,62,falling,Minnesota ,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,117.8 ,117.8 
Dakota County,14,stable,Minnesota ,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,109.3 ,109.3 
Anoka County,10,*,Minnesota ,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,99.0 ,99.0 
Olmsted County,6,*,Minnesota ,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,86.5 ,86.5 
Washington County,6,*,Minnesota ,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,80.7 ,80.7 
Scott County,5,*,Minnesota ,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,74.3 ,74.3 
Ramsey County,23,*,Minnesota ,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,141.1 ,141.1 
Hennepin County,31,stable,Minnesota ,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,120.2 ,120.2 
Washington County,5,*,Minnesota ,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,99.0 ,99.0 
Dakota County,11,*,Minnesota ,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,89.5 ,89.5 
Anoka County,6,*,Minnesota ,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,87.4 ,87.4 
Holmes County,13,stable,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,257.6 ,257.6 
Sunflower County,25,stable,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,234.4 ,234.4 
Claiborne County,5,stable,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,233.2 ,233.2 
Madison County,167,falling,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,231.0 ,231.0 
Tunica County,8,stable,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,227.5 ,227.5 
Wilkinson County,10,stable,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,218.8 ,218.8 
Leflore County,27,stable,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,215.1 ,215.1 
Yazoo County,35,stable,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,214.5 ,214.5 
Lawrence County,25,stable,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,211.9 ,211.9 
Covington County,37,stable,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,210.9 ,210.9 
George County,50,stable,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,210.6 ,210.6 
Panola County,55,falling,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,207.6 ,207.6 
Harrison County,376,falling,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,205.8 ,205.8 
Washington County,42,stable,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,205.4 ,205.4 
Tishomingo County,55,falling,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,204.3 ,204.3 
Bolivar County,33,stable,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,203.9 ,203.9 
Marshall County,56,stable,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,200.6 ,200.6 
Yalobusha County,25,stable,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,198.9 ,198.9 
Quitman County,8,stable,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,198.6 ,198.6 
Pearl River County,130,falling,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,198.2 ,198.2 
Lee County,152,falling,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,197.4 ,197.4 
Stone County,36,falling,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,197.0 ,197.0 
Tippah County,45,stable,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,194.9 ,194.9 
Lowndes County,89,rising,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,192.7 ,192.7 
Chickasaw County,28,stable,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,192.0 ,192.0 
Montgomery County,18,stable,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,190.2 ,190.2 
Humphreys County,7,stable,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,189.3 ,189.3 
DeSoto County,274,falling,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,188.6 ,188.6 
Greene County,24,stable,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,187.9 ,187.9 
Union County,58,stable,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,187.0 ,187.0 
Tate County,47,falling,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,184.4 ,184.4 
Monroe County,69,stable,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,183.7 ,183.7 
Tallahatchie County,15,stable,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,183.7 ,183.7 
Forrest County,104,falling,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,183.6 ,183.6 
Perry County,25,stable,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,183.3 ,183.3 
Copiah County,41,stable,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,183.3 ,183.3 
Pike County,53,stable,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,182.8 ,182.8 
Warren County,64,falling,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,182.5 ,182.5 
Jefferson Davis County,16,stable,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,182.4 ,182.4 
Franklin County,15,stable,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,182.3 ,182.3 
Jackson County,248,falling,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,181.6 ,181.6 
Kemper County,11,stable,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,179.3 ,179.3 
Attala County,31,stable,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,179.2 ,179.2 
Prentiss County,54,stable,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,177.8 ,177.8 
Pontotoc County,56,stable,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,177.7 ,177.7 
Walthall County,24,stable,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,176.5 ,176.5 
Lincoln County,59,stable,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,175.4 ,175.4 
Adams County,42,stable,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,174.8 ,174.8 
Sharkey County,4,stable,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,174.5 ,174.5 
Calhoun County,27,stable,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,174.5 ,174.5 
Webster County,19,stable,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,173.5 ,173.5 
Neshoba County,45,rising,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,173.4 ,173.4 
Leake County,30,stable,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,173.3 ,173.3 
Grenada County,31,stable,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,172.3 ,172.3 
Scott County,38,stable,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,172.1 ,172.1 
Clarke County,29,stable,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,170.8 ,170.8 
Alcorn County,77,falling,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,169.4 ,169.4 
Coahoma County,17,stable,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,169.1 ,169.1 
Wayne County,30,stable,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,166.9 ,166.9 
Itawamba County,48,falling,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,166.8 ,166.8 
Marion County,41,falling,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,165.0 ,165.0 
Hancock County,102,falling,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,164.6 ,164.6 
Jones County,109,falling,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,162.7 ,162.7 
Jefferson County,4,falling,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,161.9 ,161.9 
Clay County,23,stable,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,159.4 ,159.4 
Jasper County,20,stable,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,157.3 ,157.3 
Newton County,30,falling,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,153.3 ,153.3 
Simpson County,38,falling,Mississippi,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,153.1 ,153.1 
