County,Average Annual Count,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Death Rate cases per 100,000"
Transylvania County,76,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,756.8 
Watauga County,60,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,755.0 
Duplin County,77,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,744.1 
Avery County,27,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,736.2 
Polk County,43,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,684.9 
Williams County,4,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.4 
Grand Forks County,6,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,16.7 
Burleigh County,8,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,14.2 
Ward County,5,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,12.5 
Cass County,13,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,12.4 
Eddy County,8,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,684.1 
Dickey County,16,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,662.6 
Rolette County,24,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,659.0 
Sioux County,6,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,656.2 
Wells County,15,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,604.4 
Nelson County,10,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,586.9 
Grand Forks County,112,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,580.0 
Williams County,44,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,576.3 
Mercer County,20,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,564.0 
Burke County,5,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,563.4 
Walsh County,29,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,561.5 
Renville County,6,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,559.4 
Traill County,19,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,557.7 
Bowman County,8,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,551.2 
Morton County,59,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,534.4 
Barnes County,27,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,527.6 
Stutsman County,45,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,521.4 
Bottineau County,16,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,513.5 
Richland County,33,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,509.4 
Pembina County,19,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,499.2 
Adams County,7,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,496.3 
Sargent County,9,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,492.9 
Divide County,6,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,478.3 
Ramsey County,25,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,477.5 
Kidder County,6,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,470.9 
Cass County,218,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,468.1 
Ransom County,13,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,467.8 
McHenry County,12,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,465.3 
Stark County,46,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,465.2 
McLean County,21,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,461.7 
Mountrail County,12,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,458.6 
Foster County,7,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,448.4 
Ward County,85,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,447.9 
Burleigh County,146,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,444.6 
Logan County,5,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,436.4 
Cavalier County,10,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,433.5 
Pierce County,10,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,427.7 
Benson County,8,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,426.0 
Steele County,4,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,416.1 
McIntosh County,8,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,407.6 
Griggs County,6,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,404.4 
Towner County,5,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,397.9 
Dunn County,6,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,390.3 
McKenzie County,10,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,386.2 
Emmons County,8,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,381.3 
Grant County,5,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,358.9 
Hettinger County,4,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,340.9 
LaMoure County,7,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,274.8 
Mercer County,7,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,65.5 
McLean County,7,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,60.8 
Barnes County,7,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,58.7 
Bottineau County,5,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,58.4 
Rolette County,8,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,57.9 
Traill County,5,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,54.1 
Stutsman County,14,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,53.3 
Richland County,10,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,53.1 
Morton County,16,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,47.7 
Grand Forks County,29,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,46.8 
Walsh County,6,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,45.7 
Williams County,14,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,44.4 
Pembina County,5,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,42.0 
Ward County,25,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,40.6 
Cass County,62,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,37.8 
Mountrail County,4,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,35.8 
Burleigh County,36,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,35.7 
Ramsey County,5,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,31.9 
McKenzie County,3,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,26.7 
Stark County,8,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,26.6 
Dickey County,14,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,251.7 "
Eddy County,7,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,248.6 "
Rolette County,18,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,176.2 "
Nelson County,9,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,103.7 "
Wells County,13,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,101.4 "
Williams County,34,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,059.0 "
Grand Forks County,88,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,040.0 "
Sioux County,3,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,035.0 "
Burke County,4,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,029.4 "
Walsh County,24,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,022.1 "
Mercer County,15,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,987.9 
Bowman County,7,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,953.7 
Traill County,15,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,926.6 
Morton County,46,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,923.7 
Renville County,4,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,920.3 
Stark County,39,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,874.2 
Barnes County,21,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,870.8 
Ramsey County,20,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,865.7 
Ransom County,11,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,851.7 
Stutsman County,32,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,846.7 
Richland County,24,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,843.7 
Steele County,4,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,834.4 
Cass County,170,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,833.3 
Pembina County,14,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,832.7 
McIntosh County,8,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,832.7 
McHenry County,10,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,828.6 
Bottineau County,12,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,823.6 
Kidder County,5,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,815.3 
Sargent County,7,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,814.5 
Foster County,6,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,814.0 
Burleigh County,119,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,806.6 
Mountrail County,8,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,799.2 
Pierce County,8,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,793.8 
Adams County,5,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,779.4 
Ward County,65,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,770.4 
Emmons County,7,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,765.1 
Divide County,4,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,762.6 
Benson County,6,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,758.2 
Cavalier County,8,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,731.7 
McLean County,15,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,708.1 
Hettinger County,4,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,704.1 
McKenzie County,7,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,691.9 
Logan County,4,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,676.9 
Towner County,4,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,663.3 
Dunn County,4,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,636.7 
Griggs County,4,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,626.5 
Grant County,4,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,572.3 
LaMoure County,5,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,413.7 
Meigs County,5,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,32.6 
Gallia County,5,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,32.4 
Lawrence County,12,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,31.4 
Adams County,5,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,27.3 
Highland County,7,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,27.1 
Preble County,6,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,26.6 
Ottawa County,5,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,24.1 
Jackson County,5,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,23.8 
Columbiana County,14,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,23.5 
Pickaway County,9,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,23.3 
Morrow County,5,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,23.1 
Fayette County,4,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,22.9 
Ashtabula County,13,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,22.7 
Carroll County,4,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,22.7 
Pike County,4,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,22.6 
Allen County,13,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,22.4 
Clark County,17,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,22.0 
Fulton County,5,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,21.8 
Muskingum County,11,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,21.4 
Hocking County,4,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,21.0 
Sandusky County,7,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,21.0 
Hardin County,4,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,21.0 
Trumbull County,24,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,20.7 
Wayne County,13,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,20.7 
Champaign County,5,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,20.4 
Brown County,6,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,20.3 
Huron County,7,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,20.1 
Ross County,10,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,20.1 
Darke County,6,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,20.1 
Mercer County,4,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,19.6 
Coshocton County,4,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,19.6 
Crawford County,5,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,19.4 
Scioto County,9,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,19.1 
Erie County,8,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,19.0 
Hancock County,8,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.9 
Shelby County,5,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.8 
Perry County,4,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.7 
Butler County,43,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.6 
Montgomery County,57,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.6 
Jefferson County,7,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,18.3 
Stark County,39,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.9 
Lucas County,45,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.7 
Clermont County,22,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.6 
Marion County,7,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.5 
Hamilton County,82,Ohio ,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,17.3 
