,County,Average Annual Count,Recent Trend,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Incidence Rate cases per 100,000",Recent 5-Year Trend in Incidence Rates
7,Oliver County  6,8,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,230.2 ",-1.5 
8,McHenry County  6,25,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,218.0 ",11.0 
9,Burke County  6,9,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,217.3 ",-0.7 
10,Richland County  6,57,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,174.8 ",0.0 
11,Wells County  6,24,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,167.4 ",1.3 
12,McIntosh County  6,17,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,150.8 ",-0.2 
13,Walsh County  6,47,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,129.2 ",1.7 
14,Sargent County  6,17,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,121.8 ",-1.0 
15,Sheridan County  6,8,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,113.4 ",0.3 
16,Golden Valley County  6,7,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,111.7 ",-0.9 
17,Sioux County  6,7,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,103.0 ",-0.6 
18,Foster County  6,15,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,102.3 ",-0.1 
19,Grand Forks County  6,171,falling,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,100.8 ",-1.0 
20,Eddy County  6,11,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,092.1 ",0.3 
21,Cass County  6,400,falling,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,083.4 ",-1.5 
22,Dickey County  6,21,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,072.2 ",0.3 
23,Kidder County  6,12,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,058.8 ",0.1 
24,Burleigh County  6,284,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,054.3 ",-0.5 
25,Ransom County  6,22,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,052.9 ",-0.8 
26,Nelson County  6,16,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,044.6 ",0.1 
27,Pembina County  6,31,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,035.3 ",0.6 
28,Ward County  6,167,falling,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,031.3 ",-1.5 
29,Stark County  6,80,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,027.3 ",0.0 
30,McLean County  6,41,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,010.7 ",0.0 
31,Ramsey County  6,44,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,001.7 ",-1.4 
32,Barnes County  6,45,falling,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,987.1 ",-2.1 
33,Benson County  6,16,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,880.1 ",-1.8 
34,Griggs County  6,12,falling,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,861.8 ",-2.9 
35,Bottineau County  6,28,falling,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,859.9 ",-2.6 
36,Emmons County  6,17,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,843.5 ",-0.6 
37,Hettinger County  6,11,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,816.4 ",1.9 
38,Bowman County  6,12,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,809.6 ",-0.4 
39,Williams County  6,55,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,759.5 ",-1.3 
40,Pierce County  6,17,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,753.7 ",-2.1 
41,Traill County  6,26,falling,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,748.3 ",-2.1 
42,Grant County  6,11,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,702.7 ",-0.9 
43,Dunn County  6,11,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,701.9 ",-1.4 
44,Steele County  6,7,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,696.7 ",-0.5 
45,Stutsman County  6,59,falling,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,615.9 ",-2.1 
46,Cavalier County  6,16,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,613.9 ",-1.0 
47,Towner County  6,8,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,601.9 ",-1.6 
48,Divide County  6,9,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,585.3 ",-0.9 
49,LaMoure County  6,15,falling,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,503.8 ",-3.2 
50,Adams County  6,9,falling,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,477.5 ",-4.1 
51,Logan County  6,7,stable,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,449.9 ",-2.6 
52,McKenzie County  6,14,falling,North Dakota,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,297.5 ",-3.1 
2,Vinton County  6,14,rising,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,184.3 ,5.5 
3,Lawrence County  6,55,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,149.4 ,1.0 
4,Pike County  6,25,rising,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,149.0 ,2.5 
5,Hardin County  6,24,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,143.1 ,1.9 
6,Jefferson County  6,50,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,138.8 ,1.4 
7,Meigs County  6,19,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,138.6 ,2.3 
8,Highland County  6,35,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,136.0 ,1.5 
9,Fayette County  6,23,rising,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,135.3 ,4.0 
10,Ottawa County  6,28,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,133.8 ,1.5 
11,Guernsey County  6,29,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,133.4 ,1.3 
12,Adams County  6,21,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,131.0 ,2.4 
13,Washington County  6,44,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,129.9 ,0.8 
14,Huron County  6,44,rising,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,129.4 ,2.3 
15,Columbiana County  6,78,rising,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,129.2 ,1.3 
16,Scioto County  6,58,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,127.2 ,0.1 
17,Preble County  6,30,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,127.2 ,2.1 
18,Muskingum County  6,63,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,126.7 ,0.8 
19,Lake County  6,168,rising,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,126.2 ,2.2 
20,Fulton County  6,30,rising,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,126.0 ,7.6 
21,Miami County  6,77,rising,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,125.5 ,1.8 
22,Clark County  6,95,rising,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,125.4 ,1.7 
23,Carroll County  6,19,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,124.3 ,1.3 
24,Morgan County  6,10,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,123.8 ,0.6 
25,Hocking County  6,21,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,123.5 ,0.4 
26,Lorain County  6,224,rising,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,122.9 ,1.1 
27,Henry County  6,19,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,122.2 ,0.3 
28,Champaign County  6,28,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,120.5 ,1.3 
29,Union County  6,46,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,120.5 ,0.2 
30,Marion County  6,49,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,120.2 ,0.6 
31,Medina County  6,131,rising,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,120.1 ,0.9 
32,Coshocton County  6,24,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,118.5 ,2.0 
33,Seneca County  6,36,rising,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,117.7 ,4.3 
34,Knox County  6,40,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,117.5 ,1.0 
35,Richland County  6,82,rising,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,116.7 ,1.9 
36,Allen County  6,67,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,116.1 ,0.5 
37,Tuscarawas County  6,60,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,116.0 ,0.7 
38,Brown County  6,30,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,115.9 ,0.9 
39,Shelby County  6,33,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,115.5 ,1.8 
40,Licking County  6,121,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,115.5 ,0.5 
41,Ashland County  6,34,rising,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,115.5 ,3.3 
42,Morrow County  6,24,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,115.0 ,1.0 
43,Fairfield County  6,110,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,115.0 ,1.0 
44,Trumbull County  6,130,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,114.7 ,0.7 
45,Geauga County  6,59,rising,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,114.6 ,1.3 
46,Montgomery County  6,349,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,114.5 ,1.0 
47,Sandusky County  6,39,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,113.9 ,0.7 
48,Clermont County  6,141,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,113.4 ,0.6 
49,Jackson County  6,22,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,112.8 ,-1.0 
50,Ross County  6,56,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,112.5 ,0.3 
51,Hamilton County  6,532,rising,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,112.5 ,1.0 
52,Cuyahoga County  6,819,rising,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,112.4 ,0.9 
53,Summit County  6,360,rising,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,112.3 ,1.3 
54,Stark County  6,237,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,111.6 ,0.4 
55,Monroe County  6,9,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,111.2 ,0.8 
56,Auglaize County  6,29,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,110.9 ,0.3 
57,Erie County  6,45,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,110.7 ,1.2 
58,Mercer County  6,24,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,110.5 ,0.0 
59,Lucas County  6,278,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,110.4 ,0.7 
60,Defiance County  6,24,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,110.3 ,1.1 
61,Franklin County  6,897,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,109.8 ,0.2 
62,Logan County  6,29,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,109.8 ,1.5 
63,Gallia County  6,19,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,109.6 ,-0.9 
64,Hancock County  6,48,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,109.4 ,0.6 
65,Wayne County  6,70,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,108.8 ,1.0 
66,Portage County  6,99,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,108.5 ,1.0 
67,Wyandot County  6,14,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,107.9 ,0.4 
68,Greene County  6,101,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,107.9 ,-0.5 
69,Clinton County  6,26,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,107.6 ,-0.5 
70,Darke County  6,31,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,107.6 ,1.2 
71,Butler County  6,241,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,107.2 ,0.9 
72,Pickaway County  6,39,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,106.6 ,-0.8 
73,Putnam County  6,20,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,105.8 ,0.3 
74,Crawford County  6,25,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,105.7 ,0.2 
75,Warren County  6,158,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,105.4 ,-0.1 
76,Perry County  6,23,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,104.8 ,1.0 
77,Ashtabula County  6,60,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,104.7 ,-3.4 
78,Mahoning County  6,134,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,104.7 ,0.3 
79,Madison County  6,31,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,104.4 ,0.5 
80,Delaware County  6,143,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,104.0 ,0.0 
81,Belmont County  6,41,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,103.9 ,11.9 
82,Athens County  6,34,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,103.6 ,-0.2 
83,Wood County  6,75,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,103.1 ,1.0 
84,Paulding County  6,11,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,102.3 ,2.0 
85,Noble County  6,6,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,91.6 ,0.8 
86,Harrison County  6,7,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,89.2 ,-0.2 
87,Williams County  6,18,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,88.2 ,-2.1 
88,Van Wert County  6,14,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,88.1 ,-0.5 
89,Holmes County  6,17,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,71.4 ,-0.8 
2,Lawrence County  6,384,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,597.1 ",0.1 
3,Jackson County  6,190,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,596.1 ",0.8 
4,Adams County  6,169,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,586.0 ",0.7 
5,Pike County  6,168,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,566.8 ",1.0 
6,Ross County  6,444,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,564.8 ",0.4 
7,Gallia County  6,186,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,543.1 ",0.9 
8,Washington County  6,406,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,539.4 ",-0.1 
9,Vinton County  6,78,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,523.0 ",-5.4 
10,Pickaway County  6,300,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,522.0 ",0.4 
11,Hardin County  6,164,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,515.7 ",0.5 
12,Muskingum County  6,493,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,504.1 ",0.0 
13,Fayette County  6,162,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,490.1 ",0.7 
14,Perry County  6,191,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,481.4 ",0.0 
15,Licking County  6,922,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,480.8 ",0.3 
16,Logan County  6,259,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,478.1 ",-0.6 
17,Union County  6,234,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,470.6 ",0.1 
18,Knox County  6,340,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,465.5 ",-0.1 
19,Marion County  6,363,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,465.3 ",-0.5 
20,Clark County  6,790,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,461.6 ",0.1 
21,Brown County  6,250,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,457.9 ",-0.3 
22,Preble County  6,241,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,457.4 ",0.1 
23,Madison County  6,219,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,453.7 ",0.4 
24,Guernsey County  6,233,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,453.6 ",-0.2 
25,Medina County  6,969,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,449.4 ",-0.3 
26,Erie County  6,484,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,448.2 ",-0.3 
27,Cuyahoga County  6,7016,falling,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,445.7 ",-0.9 
28,Sandusky County  6,341,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,444.1 ",-0.3 
29,Allen County  6,555,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,439.1 ",-0.1 
30,Hamilton County  6,3957,falling,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,438.7 ",-0.4 
31,Hocking County  6,165,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,436.6 ",0.1 
32,Scioto County  6,420,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,436.6 ",-0.5 
33,Richland County  6,707,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,435.6 ",-0.1 
34,Coshocton County  6,214,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,435.2 ",-0.4 
35,Champaign County  6,217,stable,Ohio,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,432.4 ",0.3 
