average_annual_count,recent_trend,primary_state_name,cancer,race_ethnicity,sex,age,age_adjusted_rate,five_year_trend_rates,county_state,index_of_medical_underservice_score,popestimate2015,popestimate2016,popestimate2017,popestimate2018,popestimate2019,median_household_income_2015,median_household_income_2016,median_household_income_2017,median_household_income_2018,median_household_income_2019
495,falling,New York,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,102.8 ,102.8 ,"New York County, NY",55.5,1636063,1635443,1630698,1629055,1628706,75136,77214,84133,84610,93007
231,falling,North Carolina,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,207.7 ,207.7 ,"Onslow County, NC",53.0,193114,192314,195066,196915,197938,46144,47163,49634,50531,50645
6,*,North Carolina,All Cancer Sites,  White Hispanic,All Sexes,All Ages,133.0 ,133.0 ,"Onslow County, NC",53.0,193114,192314,195066,196915,197938,46144,47163,49634,50531,50645
225,falling,North Carolina,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,211.7 ,211.7 ,"Onslow County, NC",53.0,193114,192314,195066,196915,197938,46144,47163,49634,50531,50645
45,falling,North Carolina,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,195.9 ,195.9 ,"Onslow County, NC",53.0,193114,192314,195066,196915,197938,46144,47163,49634,50531,50645
6,*,North Carolina,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,156.2 ,156.2 ,"Onslow County, NC",53.0,193114,192314,195066,196915,197938,46144,47163,49634,50531,50645
8,*,North Carolina,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,139.0 ,139.0 ,"Onslow County, NC",53.0,193114,192314,195066,196915,197938,46144,47163,49634,50531,50645
33,stable,North Carolina,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,200.5 ,200.5 ,"Swain County, NC",55.0,14326,14190,14263,14249,14271,36103,38996,41407,43121,46075
33,stable,North Carolina,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,201.8 ,201.8 ,"Swain County, NC",55.0,14326,14190,14263,14249,14271,36103,38996,41407,43121,46075
9,stable,North Carolina,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,223.4 ,223.4 ,"Swain County, NC",55.0,14326,14190,14263,14249,14271,36103,38996,41407,43121,46075
69,falling,North Carolina,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,198.2 ,198.2 ,"Edgecombe County, NC",46.0,53743,53283,52756,51984,51472,32529,34612,35130,38818,40784
67,falling,North Carolina,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,197.1 ,197.1 ,"Edgecombe County, NC",46.0,53743,53283,52756,51984,51472,32529,34612,35130,38818,40784
70,falling,North Carolina,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,177.4 ,177.4 ,"Edgecombe County, NC",46.0,53743,53283,52756,51984,51472,32529,34612,35130,38818,40784
26,falling,North Carolina,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,195.8 ,195.8 ,"Bertie County, NC",36.0,20162,19423,19263,19106,18947,31967,33809,33022,35433,37899
26,falling,North Carolina,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,196.5 ,196.5 ,"Bertie County, NC",36.0,20162,19423,19263,19106,18947,31967,33809,33022,35433,37899
29,falling,North Carolina,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,167.9 ,167.9 ,"Bertie County, NC",36.0,20162,19423,19263,19106,18947,31967,33809,33022,35433,37899
112,falling,North Carolina,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,190.9 ,190.9 ,"Robeson County, NC",43.0,134460,133383,132626,131884,130625,32128,34439,33714,35407,36366
110,stable,North Carolina,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,196.8 ,196.8 ,"Robeson County, NC",43.0,134460,133383,132626,131884,130625,32128,34439,33714,35407,36366
72,falling,North Carolina,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,199.2 ,199.2 ,"Robeson County, NC",43.0,134460,133383,132626,131884,130625,32128,34439,33714,35407,36366
103,stable,North Carolina,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,183.8 ,183.8 ,"Robeson County, NC",43.0,134460,133383,132626,131884,130625,32128,34439,33714,35407,36366
22,stable,North Carolina,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,190.2 ,190.2 ,"Washington County, NC",37.0,12247,12070,11944,11769,11580,35146,35367,36171,36042,40157
22,stable,North Carolina,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,192.2 ,192.2 ,"Washington County, NC",37.0,12247,12070,11944,11769,11580,35146,35367,36171,36042,40157
16,falling,North Carolina,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,197.7 ,197.7 ,"Washington County, NC",37.0,12247,12070,11944,11769,11580,35146,35367,36171,36042,40157
44,stable,North Carolina,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,189.1 ,189.1 ,"Caswell County, NC",43.0,22813,22755,22616,22634,22604,40504,40570,44998,45517,51240
44,stable,North Carolina,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,191.4 ,191.4 ,"Caswell County, NC",43.0,22813,22755,22616,22634,22604,40504,40570,44998,45517,51240
24,falling,North Carolina,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,184.5 ,184.5 ,"Caswell County, NC",43.0,22813,22755,22616,22634,22604,40504,40570,44998,45517,51240
200,stable,North Carolina,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,186.3 ,186.3 ,"Cleveland County, NC",57.0,96850,96960,97134,97519,97947,40237,38654,39911,42728,46012
198,stable,North Carolina,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,187.2 ,187.2 ,"Cleveland County, NC",57.0,96850,96960,97134,97519,97947,40237,38654,39911,42728,46012
42,falling,North Carolina,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,189.9 ,189.9 ,"Cleveland County, NC",57.0,96850,96960,97134,97519,97947,40237,38654,39911,42728,46012
49,stable,North Carolina,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,185.7 ,185.7 ,"Scotland County, NC",48.0,35321,35309,35174,34751,34823,35447,35138,37947,36730,39197
49,stable,North Carolina,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,187.9 ,187.9 ,"Scotland County, NC",48.0,35321,35309,35174,34751,34823,35447,35138,37947,36730,39197
35,stable,North Carolina,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,214.4 ,214.4 ,"Scotland County, NC",48.0,35321,35309,35174,34751,34823,35447,35138,37947,36730,39197
7,stable,North Carolina,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,217.3 ,217.3 ,"Scotland County, NC",48.0,35321,35309,35174,34751,34823,35447,35138,37947,36730,39197
79,stable,North Carolina,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,184.8 ,184.8 ,"Richmond County, NC",46.0,45429,45012,44827,44888,44829,33017,35367,36401,38514,40518
78,stable,North Carolina,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,186.9 ,186.9 ,"Richmond County, NC",46.0,45429,45012,44827,44888,44829,33017,35367,36401,38514,40518
28,falling,North Carolina,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,180.8 ,180.8 ,"Richmond County, NC",46.0,45429,45012,44827,44888,44829,33017,35367,36401,38514,40518
189,stable,North Carolina,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,184.3 ,184.3 ,"Surry County, NC",54.0,71998,72008,72107,71959,71783,38408,38843,43023,46342,48637
187,stable,North Carolina,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,186.7 ,186.7 ,"Surry County, NC",54.0,71998,72008,72107,71959,71783,38408,38843,43023,46342,48637
7,falling,North Carolina,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,152.9 ,152.9 ,"Surry County, NC",54.0,71998,72008,72107,71959,71783,38408,38843,43023,46342,48637
104,stable,North Carolina,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,184.1 ,184.1 ,"Sampson County, NC",49.0,63559,63225,63263,63345,63531,40660,41477,41951,42807,45997
4,*,North Carolina,All Cancer Sites,  White Hispanic,All Sexes,All Ages,88.3 ,88.3 ,"Sampson County, NC",49.0,63559,63225,63263,63345,63531,40660,41477,41951,42807,45997
100,stable,North Carolina,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,187.8 ,187.8 ,"Sampson County, NC",49.0,63559,63225,63263,63345,63531,40660,41477,41951,42807,45997
47,falling,North Carolina,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,199.4 ,199.4 ,"Sampson County, NC",49.0,63559,63225,63263,63345,63531,40660,41477,41951,42807,45997
4,*,North Carolina,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,77.4 ,77.4 ,"Sampson County, NC",49.0,63559,63225,63263,63345,63531,40660,41477,41951,42807,45997
288,falling,North Carolina,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,183.5 ,183.5 ,"Rowan County, NC",53.0,138497,139410,140356,141128,142088,44862,47971,47541,46864,52051
3,*,North Carolina,All Cancer Sites,  White Hispanic,All Sexes,All Ages,96.0 ,96.0 ,"Rowan County, NC",53.0,138497,139410,140356,141128,142088,44862,47971,47541,46864,52051
284,falling,North Carolina,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,185.5 ,185.5 ,"Rowan County, NC",53.0,138497,139410,140356,141128,142088,44862,47971,47541,46864,52051
46,falling,North Carolina,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,192.3 ,192.3 ,"Rowan County, NC",53.0,138497,139410,140356,141128,142088,44862,47971,47541,46864,52051
3,*,North Carolina,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,84.7 ,84.7 ,"Rowan County, NC",53.0,138497,139410,140356,141128,142088,44862,47971,47541,46864,52051
38,falling,North Carolina,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,182.0 ,182.0 ,"Hoke County, NC",42.0,52739,52981,54138,54695,55234,42819,46004,50777,47892,48420
36,falling,North Carolina,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,183.7 ,183.7 ,"Hoke County, NC",42.0,52739,52981,54138,54695,55234,42819,46004,50777,47892,48420
28,falling,North Carolina,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,163.0 ,163.0 ,"Hoke County, NC",42.0,52739,52981,54138,54695,55234,42819,46004,50777,47892,48420
5,stable,North Carolina,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,116.3 ,116.3 ,"Hoke County, NC",42.0,52739,52981,54138,54695,55234,42819,46004,50777,47892,48420
113,stable,North Carolina,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,179.6 ,179.6 ,"McDowell County, NC",60.0,44967,44866,45083,45465,45756,37430,41443,42853,43972,46370
112,stable,North Carolina,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,181.0 ,181.0 ,"McDowell County, NC",60.0,44967,44866,45083,45465,45756,37430,41443,42853,43972,46370
3,*,North Carolina,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,173.2 ,173.2 ,"McDowell County, NC",60.0,44967,44866,45083,45465,45756,37430,41443,42853,43972,46370
34,stable,North Carolina,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,179.6 ,179.6 ,"Anson County, NC",59.0,25602,25165,24829,24470,24446,35307,35809,41266,38023,40826
34,stable,North Carolina,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,183.9 ,183.9 ,"Anson County, NC",59.0,25602,25165,24829,24470,24446,35307,35809,41266,38023,40826
25,falling,North Carolina,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,182.3 ,182.3 ,"Anson County, NC",59.0,25602,25165,24829,24470,24446,35307,35809,41266,38023,40826
7,falling,North Carolina,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,177.9 ,177.9 ,"Tyrrell County, NC",31.0,4139,4024,4180,4115,4016,33759,33666,35223,36765,37680
7,falling,North Carolina,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,180.6 ,180.6 ,"Tyrrell County, NC",31.0,4139,4024,4180,4115,4016,33759,33666,35223,36765,37680
3,falling,North Carolina,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,147.9 ,147.9 ,"Tyrrell County, NC",31.0,4139,4024,4180,4115,4016,33759,33666,35223,36765,37680
57,stable,North Carolina,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,177.4 ,177.4 ,"Pasquotank County, NC",,39384,39392,39386,39583,39824,42171,43687,46709,46355,51245
56,stable,North Carolina,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,178.2 ,178.2 ,"Pasquotank County, NC",,39384,39392,39386,39583,39824,42171,43687,46709,46355,51245
32,falling,North Carolina,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,189.4 ,189.4 ,"Pasquotank County, NC",,39384,39392,39386,39583,39824,42171,43687,46709,46355,51245
358,falling,North Carolina,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,177.2 ,177.2 ,"Davidson County, NC",44.0,163486,164270,165180,166358,167609,46400,46263,47595,47758,53924
4,*,North Carolina,All Cancer Sites,  White Hispanic,All Sexes,All Ages,89.7 ,89.7 ,"Davidson County, NC",44.0,163486,164270,165180,166358,167609,46400,46263,47595,47758,53924
354,falling,North Carolina,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,178.4 ,178.4 ,"Davidson County, NC",44.0,163486,164270,165180,166358,167609,46400,46263,47595,47758,53924
36,stable,North Carolina,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,198.7 ,198.7 ,"Davidson County, NC",44.0,163486,164270,165180,166358,167609,46400,46263,47595,47758,53924
4,*,North Carolina,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,75.8 ,75.8 ,"Davidson County, NC",44.0,163486,164270,165180,166358,167609,46400,46263,47595,47758,53924
118,falling,North Carolina,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,177.1 ,177.1 ,"Stokes County, NC",57.0,46159,45920,45724,45511,45591,42889,48148,48748,50826,52356
117,falling,North Carolina,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,177.1 ,177.1 ,"Stokes County, NC",57.0,46159,45920,45724,45511,45591,42889,48148,48748,50826,52356
5,stable,North Carolina,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,194.6 ,194.6 ,"Stokes County, NC",57.0,46159,45920,45724,45511,45591,42889,48148,48748,50826,52356
60,falling,North Carolina,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,177.1 ,177.1 ,"Vance County, NC",46.0,44459,44485,44281,44635,44535,32698,34717,39847,40263,40450
59,falling,North Carolina,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,180.3 ,180.3 ,"Vance County, NC",46.0,44459,44485,44281,44635,44535,32698,34717,39847,40263,40450
58,falling,North Carolina,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,225.8 ,225.8 ,"Vance County, NC",46.0,44459,44485,44281,44635,44535,32698,34717,39847,40263,40450
30,stable,North Carolina,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,176.4 ,176.4 ,"Chowan County, NC",49.0,14248,14201,14029,14065,13943,40794,41151,43182,42618,47126
29,stable,North Carolina,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,177.2 ,177.2 ,"Chowan County, NC",49.0,14248,14201,14029,14065,13943,40794,41151,43182,42618,47126
12,stable,North Carolina,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,178.2 ,178.2 ,"Chowan County, NC",49.0,14248,14201,14029,14065,13943,40794,41151,43182,42618,47126
45,falling,North Carolina,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,176.1 ,176.1 ,"Mitchell County, NC",41.0,15071,14996,14992,14996,14964,39955,42530,40589,43967,47675
45,falling,North Carolina,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,179.1 ,179.1 ,"Mitchell County, NC",41.0,15071,14996,14992,14996,14964,39955,42530,40589,43967,47675
64,stable,North Carolina,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,175.8 ,175.8 ,"Halifax County, NC",34.0,52182,51815,51311,50634,50010,31952,33044,34027,36760,38727
64,stable,North Carolina,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,177.6 ,177.6 ,"Halifax County, NC",34.0,52182,51815,51311,50634,50010,31952,33044,34027,36760,38727
79,falling,North Carolina,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,213.0 ,213.0 ,"Halifax County, NC",34.0,52182,51815,51311,50634,50010,31952,33044,34027,36760,38727
5,*,North Carolina,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,184.1 ,184.1 ,"Halifax County, NC",34.0,52182,51815,51311,50634,50010,31952,33044,34027,36760,38727
214,falling,North Carolina,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,174.5 ,174.5 ,"Burke County, NC",,89341,89451,90157,90405,90485,42711,41383,42179,44946,47890
212,falling,North Carolina,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,175.9 ,175.9 ,"Burke County, NC",,89341,89451,90157,90405,90485,42711,41383,42179,44946,47890
11,stable,North Carolina,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,159.1 ,159.1 ,"Burke County, NC",,89341,89451,90157,90405,90485,42711,41383,42179,44946,47890
3,*,North Carolina,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,147.1 ,147.1 ,"Burke County, NC",,89341,89451,90157,90405,90485,42711,41383,42179,44946,47890
92,falling,North Carolina,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,174.2 ,174.2 ,"Yadkin County, NC",58.0,37619,37653,37588,37481,37667,41208,46276,46885,49070,50929
90,falling,North Carolina,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,175.9 ,175.9 ,"Yadkin County, NC",58.0,37619,37653,37588,37481,37667,41208,46276,46885,49070,50929
306,falling,North Carolina,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,173.5 ,173.5 ,"Randolph County, NC",61.0,142575,143062,143037,143249,143667,43216,45939,44207,48372,50129
3,*,North Carolina,All Cancer Sites,  White Hispanic,All Sexes,All Ages,55.9 ,55.9 ,"Randolph County, NC",61.0,142575,143062,143037,143249,143667,43216,45939,44207,48372,50129
303,falling,North Carolina,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,176.4 ,176.4 ,"Randolph County, NC",61.0,142575,143062,143037,143249,143667,43216,45939,44207,48372,50129
19,falling,North Carolina,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,200.0 ,200.0 ,"Randolph County, NC",61.0,142575,143062,143037,143249,143667,43216,45939,44207,48372,50129
4,*,North Carolina,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,54.9 ,54.9 ,"Randolph County, NC",61.0,142575,143062,143037,143249,143667,43216,45939,44207,48372,50129
188,falling,North Carolina,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,173.5 ,173.5 ,"Craven County, NC",61.0,102853,102632,102492,102338,102139,47805,49524,51390,50748,53372
