Average Annual Count,Recent Trend,Primary_State_Name,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Incidence Rate cases per 100,000",Recent 5-Year Trend in Incidence Rates,County_State
185,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,264.8 ,0.6 ,"Herkimer County, NY"
271,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,277.2 ",-0.7 ,"Herkimer County, NY"
32,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,118.6 ,1.7 ,"Cortland County, NY"
270,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,608.6 ",-0.3 ,"Cortland County, NY"
128,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,266.3 ,0.8 ,"Cortland County, NY"
173,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,355.2 ",-0.5 ,"Cortland County, NY"
51,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,118.3 ,0.7 ,"Cattaraugus County, NY"
470,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,501.8 ",-0.5 ,"Cattaraugus County, NY"
224,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,261.5 ,0.5 ,"Cattaraugus County, NY"
297,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,153.4 ",-0.8 ,"Cattaraugus County, NY"
2013,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,117.5 ,-0.2 ,"Kings County, NY"
10070,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,290.5 ",-1.1 ,"Kings County, NY"
5912,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,242.4 ,-0.2 ,"Kings County, NY"
6171,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,819.3 ",-1.4 ,"Kings County, NY"
47,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,117.4 ,1.0 ,"Madison County, NY"
408,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,470.9 ",-0.8 ,"Madison County, NY"
201,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,253.2 ,0.1 ,"Madison County, NY"
254,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,138.2 ",-1.0 ,"Madison County, NY"
41,rising,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,117.2 ,1.4 ,"Genesee County, NY"
359,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,540.2 ",-0.8 ,"Genesee County, NY"
160,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,245.9 ,-0.1 ,"Genesee County, NY"
239,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,339.0 ",-0.7 ,"Genesee County, NY"
56,rising,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,116.7 ,1.7 ,"Clinton County, NY"
467,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,558.4 ",-0.6 ,"Clinton County, NY"
233,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,264.0 ,0.4 ,"Clinton County, NY"
290,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,251.0 ",-2.9 ,"Clinton County, NY"
65,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,116.0 ,-0.1 ,"Steuben County, NY"
577,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,449.2 ",-0.9 ,"Steuben County, NY"
268,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,248.9 ,0.0 ,"Steuben County, NY"
374,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,112.9 ",-1.3 ,"Steuben County, NY"
713,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,115.8 ,-0.3 ,"Westchester County, NY"
5067,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,418.1 ",-0.8 ,"Westchester County, NY"
2464,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,239.7 ,-0.9 ,"Westchester County, NY"
3317,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,106.4 ",-0.8 ,"Westchester County, NY"
1312,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,115.7 ,-0.5 ,"New York County, NY"
7329,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,322.6 ",-1.3 ,"New York County, NY"
3785,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,238.8 ,-0.9 ,"New York County, NY"
4856,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,903.4 ",-1.4 ,"New York County, NY"
43,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,115.1 ,1.4 ,"Washington County, NY"
390,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,537.9 ",-0.5 ,"Washington County, NY"
179,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,251.6 ,-0.2 ,"Washington County, NY"
254,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,282.5 ",-0.3 ,"Washington County, NY"
313,rising,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,113.9 ,0.9 ,"Onondaga County, NY"
2692,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,580.6 ",-1.2 ,"Onondaga County, NY"
1286,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,257.9 ,-0.5 ,"Onondaga County, NY"
1719,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,325.6 ",-1.2 ,"Onondaga County, NY"
34,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,113.8 ,-0.3 ,"Montgomery County, NY"
315,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,617.3 ",0.0 ,"Montgomery County, NY"
137,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,254.2 ,-0.4 ,"Montgomery County, NY"
212,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,430.5 ",0.2 ,"Montgomery County, NY"
111,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,113.7 ,0.4 ,"Rensselaer County, NY"
930,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,592.8 ",-0.6 ,"Rensselaer County, NY"
461,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,262.4 ,-0.1 ,"Rensselaer County, NY"
579,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,320.2 ",-0.8 ,"Rensselaer County, NY"
504,rising,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,113.4 ,1.0 ,"Monroe County, NY"
4166,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,530.2 ",-0.3 ,"Monroe County, NY"
1942,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,247.4 ,0.2 ,"Monroe County, NY"
2728,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,284.7 ",-0.3 ,"Monroe County, NY"
71,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,111.6 ,1.0 ,"Ontario County, NY"
706,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,560.1 ",-0.1 ,"Ontario County, NY"
311,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,250.4 ,0.4 ,"Ontario County, NY"
466,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,319.5 ",3.9 ,"Ontario County, NY"
197,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,110.1 ,0.3 ,"Dutchess County, NY"
1583,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,407.1 ",-0.8 ,"Dutchess County, NY"
774,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,233.4 ,-0.2 ,"Dutchess County, NY"
1006,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,093.6 ",-0.9 ,"Dutchess County, NY"
1678,rising,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,109.1 ,1.4 ,"Queens County, NY"
9666,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,238.8 ",-1.5 ,"Queens County, NY"
5343,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,224.3 ,0.5 ,"Queens County, NY"
6001,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,783.1 ",-1.9 ,"Queens County, NY"
48,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,107.9 ,-0.2 ,"Sullivan County, NY"
413,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,360.1 ",-1.2 ,"Sullivan County, NY"
192,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,228.9 ,-0.8 ,"Sullivan County, NY"
268,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,009.5 ",-1.2 ,"Sullivan County, NY"
27,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,107.0 ,1.4 ,"Allegany County, NY"
284,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,551.4 ",-0.2 ,"Allegany County, NY"
117,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,241.4 ,0.5 ,"Allegany County, NY"
194,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,336.2 ",-0.3 ,"Allegany County, NY"
116,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,106.7 ,0.1 ,"Ulster County, NY"
1037,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,402.3 ",-1.1 ,"Ulster County, NY"
472,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,228.5 ,-0.7 ,"Ulster County, NY"
681,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,097.6 ",-1.1 ,"Ulster County, NY"
16,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,106.6 ,0.9 ,"Lewis County, NY"
161,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,530.0 ",-0.4 ,"Lewis County, NY"
67,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,225.9 ,-0.3 ,"Lewis County, NY"
110,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,394.0 ",-0.2 ,"Lewis County, NY"
99,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,105.8 ,0.3 ,"Schenectady County, NY"
872,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,518.3 ",-0.2 ,"Schenectady County, NY"
425,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,252.9 ,0.3 ,"Schenectady County, NY"
546,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,177.4 ",-0.5 ,"Schenectady County, NY"
963,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,104.6 ,-0.4 ,"Bronx County, NY"
5453,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,322.6 ",-0.7 ,"Bronx County, NY"
3258,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,241.2 ,0.1 ,"Bronx County, NY"
3158,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,823.6 ",-1.8 ,"Bronx County, NY"
32,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,99.6 ,-0.9 ,"Franklin County, NY"
282,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,530.3 ",2.4 ,"Franklin County, NY"
139,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,248.8 ,-0.1 ,"Franklin County, NY"
174,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,196.6 ",-1.6 ,"Franklin County, NY"
62,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,99.4 ,-0.1 ,"St. Lawrence County, NY"
598,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,478.4 ",-1.1 ,"St. Lawrence County, NY"
283,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,243.9 ,-0.4 ,"St. Lawrence County, NY"
377,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,115.9 ",-1.4 ,"St. Lawrence County, NY"
35,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,96.2 ,0.6 ,"Livingston County, NY"
375,rising,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,547.1 ",1.4 ,"Livingston County, NY"
167,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,232.7 ,-0.2 ,"Livingston County, NY"
243,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,325.4 ",1.8 ,"Livingston County, NY"
19,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,90.5 ,1.0 ,"Essex County, NY"
248,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,375.7 ",-1.1 ,"Essex County, NY"
98,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,209.9 ,-0.4 ,"Essex County, NY"
170,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,075.5 ",-1.2 ,"Essex County, NY"
16,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,90.4 ,0.6 ,"Schoharie County, NY"
197,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,424.2 ",-0.5 ,"Schoharie County, NY"
78,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,214.8 ,-0.1 ,"Schoharie County, NY"
135,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,147.2 ",-0.6 ,"Schoharie County, NY"
45,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,83.2 ,-6.6 ,"Tompkins County, NY"
411,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,335.1 ",-1.1 ,"Tompkins County, NY"
195,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,210.8 ,-2.7 ,"Tompkins County, NY"
260,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,938.4 ",-1.1 ,"Tompkins County, NY"
44,falling,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,609.9 ",-1.6 ,"Hamilton County, NY"
14,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,241.4 ,0.2 ,"Hamilton County, NY"
32,stable,New York,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,535.9 ",-1.6 ,"Hamilton County, NY"
9,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,143.6 ,1.0 ,"Pamlico County, NC"
102,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,450.6 ",-0.4 ,"Pamlico County, NC"
45,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,299.0 ,0.7 ,"Pamlico County, NC"
66,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,911.7 ",-0.6 ,"Pamlico County, NC"
54,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,143.4 ,1.1 ,"Granville County, NC"
346,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,553.6 ",-0.3 ,"Granville County, NC"
201,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,301.7 ,-0.3 ,"Granville County, NC"
199,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,117.6 ",-0.1 ,"Granville County, NC"
33,rising,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,143.1 ,3.6 ,"Person County, NC"
230,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,407.1 ",-0.4 ,"Person County, NC"
119,rising,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,270.8 ,1.0 ,"Person County, NC"
144,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,008.4 ",-0.4 ,"Person County, NC"
35,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,135.6 ,0.6 ,"Vance County, NC"
236,falling,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,370.3 ",-0.9 ,"Vance County, NC"
127,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,273.9 ,-0.1 ,"Vance County, NC"
143,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,868.7 ",-1.0 ,"Vance County, NC"
30,rising,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,131.0 ,2.6 ,"Alexander County, NC"
215,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,389.4 ",0.0 ,"Alexander County, NC"
110,rising,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,272.4 ,1.6 ,"Alexander County, NC"
135,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,891.4 ",-0.5 ,"Alexander County, NC"
36,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,128.4 ,0.6 ,"Stokes County, NC"
289,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,426.5 ",0.5 ,"Stokes County, NC"
136,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,256.7 ,0.6 ,"Stokes County, NC"
189,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,071.4 ",0.4 ,"Stokes County, NC"
42,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,127.2 ,0.7 ,"Haywood County, NC"
453,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,522.5 ",0.8 ,"Haywood County, NC"
174,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,261.5 ,0.4 ,"Haywood County, NC"
321,rising,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,240.0 ",1.1 ,"Haywood County, NC"
126,rising,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,127.2 ,1.3 ,"Onslow County, NC"
642,rising,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,646.4 ",1.7 ,"Onslow County, NC"
376,rising,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,282.6 ,1.1 ,"Onslow County, NC"
393,rising,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,363.8 ",3.1 ,"Onslow County, NC"
71,rising,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,126.0 ,1.8 ,"Cleveland County, NC"
572,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,499.3 ",0.4 ,"Cleveland County, NC"
279,rising,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,268.9 ,1.3 ,"Cleveland County, NC"
364,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,131.3 ",0.2 ,"Cleveland County, NC"
47,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,126.0 ,-0.1 ,"Carteret County, NC"
475,falling,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,396.6 ",-1.3 ,"Carteret County, NC"
203,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,252.4 ,-0.5 ,"Carteret County, NC"
320,falling,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,020.5 ",-1.6 ,"Carteret County, NC"
3,*,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,125.9 ,*,"Tyrrell County, NC"
26,rising,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,508.7 ",2.7 ,"Tyrrell County, NC"
13,rising,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,278.1 ,4.2 ,"Tyrrell County, NC"
17,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,083.6 ",2.0 ,"Tyrrell County, NC"
12,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,125.5 ,0.1 ,"Yancey County, NC"
125,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,419.3 ",0.4 ,"Yancey County, NC"
52,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,264.5 ,0.5 ,"Yancey County, NC"
