Average Annual Count,Recent Trend,Primary_State_Name,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Death Rate cases per 100,000",Recent 5-Year Trend in Death Rates,County_State
6,falling,Montana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,114.8 ,114.8 ,"Blaine County, MT"
6,falling,Montana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,112.2 ,112.2 ,"Blaine County, MT"
4,*,Montana,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,163.9 ,163.9 ,"Blaine County, MT"
5,falling,Montana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,114.2 ,114.2 ,"Liberty County, MT"
5,falling,Montana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,114.5 ,114.5 ,"Liberty County, MT"
7,stable,Montana,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,101.7 ,101.7 ,"Sweet Grass County, MT"
7,stable,Montana,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,102.8 ,102.8 ,"Sweet Grass County, MT"
3,*,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,268.3 ,268.3 ,"Loup County, NE"
3,*,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,271.0 ,271.0 ,"Loup County, NE"
10,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,226.9 ,226.9 ,"Thurston County, NE"
10,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,228.7 ,228.7 ,"Thurston County, NE"
26,rising,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,201.9 ,201.9 ,"Butler County, NE"
26,rising,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,203.3 ,203.3 ,"Butler County, NE"
12,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,200.8 ,200.8 ,"Webster County, NE"
12,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,195.8 ,195.8 ,"Webster County, NE"
11,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,198.6 ,198.6 ,"Nance County, NE"
10,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,200.5 ,200.5 ,"Nance County, NE"
12,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,197.2 ,197.2 ,"Kimball County, NE"
12,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,201.6 ,201.6 ,"Kimball County, NE"
7,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,193.0 ,193.0 ,"Boyd County, NE"
7,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,194.8 ,194.8 ,"Boyd County, NE"
15,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,186.9 ,186.9 ,"Furnas County, NE"
14,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,184.2 ,184.2 ,"Furnas County, NE"
8,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,186.8 ,186.8 ,"Hitchcock County, NE"
8,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,188.9 ,188.9 ,"Hitchcock County, NE"
18,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,181.8 ,181.8 ,"Fillmore County, NE"
18,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,182.9 ,182.9 ,"Fillmore County, NE"
19,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,180.7 ,180.7 ,"Nemaha County, NE"
19,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,182.9 ,182.9 ,"Nemaha County, NE"
94,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,179.7 ,179.7 ,"Dodge County, NE"
93,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,182.5 ,182.5 ,"Dodge County, NE"
4,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,176.6 ,176.6 ,"Rock County, NE"
4,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,172.0 ,172.0 ,"Rock County, NE"
29,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,173.4 ,173.4 ,"Saline County, NE"
28,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,188.9 ,188.9 ,"Saline County, NE"
15,falling,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,170.3 ,170.3 ,"Nuckolls County, NE"
15,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,170.0 ,170.0 ,"Nuckolls County, NE"
13,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,170.2 ,170.2 ,"Johnson County, NE"
12,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,170.6 ,170.6 ,"Johnson County, NE"
11,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,169.5 ,169.5 ,"Chase County, NE"
11,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,173.8 ,173.8 ,"Chase County, NE"
15,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,169.0 ,169.0 ,"Dixon County, NE"
15,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,176.0 ,176.0 ,"Dixon County, NE"
16,falling,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,168.9 ,168.9 ,"Kearney County, NE"
16,falling,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,169.1 ,169.1 ,"Kearney County, NE"
19,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,166.9 ,166.9 ,"Dawes County, NE"
19,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,170.9 ,170.9 ,"Dawes County, NE"
82,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,166.9 ,166.9 ,"Lincoln County, NE"
79,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,167.4 ,167.4 ,"Lincoln County, NE"
8,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,166.3 ,166.3 ,"Perkins County, NE"
8,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,168.3 ,168.3 ,"Perkins County, NE"
24,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,165.5 ,165.5 ,"Richardson County, NE"
24,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,166.2 ,166.2 ,"Richardson County, NE"
29,falling,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,165.5 ,165.5 ,"Red Willow County, NE"
28,falling,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,167.3 ,167.3 ,"Red Willow County, NE"
19,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,164.0 ,164.0 ,"Merrick County, NE"
19,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,165.9 ,165.9 ,"Merrick County, NE"
36,falling,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,163.0 ,163.0 ,"Seward County, NE"
36,falling,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,164.0 ,164.0 ,"Seward County, NE"
15,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,162.8 ,162.8 ,"Sheridan County, NE"
15,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,164.5 ,164.5 ,"Sheridan County, NE"
32,falling,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,162.3 ,162.3 ,"Dakota County, NE"
30,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,178.2 ,178.2 ,"Dakota County, NE"
81,falling,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,161.9 ,161.9 ,"Scotts Bluff County, NE"
8,stable,Nebraska,All Cancer Sites,  White Hispanic,All Sexes,All Ages,139.2 ,139.2 ,"Scotts Bluff County, NE"
73,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,164.1 ,164.1 ,"Scotts Bluff County, NE"
8,stable,Nebraska,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,132.5 ,132.5 ,"Scotts Bluff County, NE"
6,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,161.3 ,161.3 ,"Garfield County, NE"
6,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,163.0 ,163.0 ,"Garfield County, NE"
23,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,160.3 ,160.3 ,"Phelps County, NE"
23,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,160.1 ,160.1 ,"Phelps County, NE"
47,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,159.8 ,159.8 ,"Saunders County, NE"
47,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,161.3 ,161.3 ,"Saunders County, NE"
43,falling,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,159.5 ,159.5 ,"Washington County, NE"
43,falling,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,160.7 ,160.7 ,"Washington County, NE"
111,falling,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,159.2 ,159.2 ,"Hall County, NE"
6,*,Nebraska,All Cancer Sites,  White Hispanic,All Sexes,All Ages,97.6 ,97.6 ,"Hall County, NE"
105,falling,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,165.0 ,165.0 ,"Hall County, NE"
6,*,Nebraska,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,86.6 ,86.6 ,"Hall County, NE"
53,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,159.0 ,159.0 ,"Gage County, NE"
53,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,158.1 ,158.1 ,"Gage County, NE"
789,falling,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,158.3 ,158.3 ,"Douglas County, NE"
23,falling,Nebraska,All Cancer Sites,  White Hispanic,All Sexes,All Ages,94.0 ,94.0 ,"Douglas County, NE"
765,falling,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,160.7 ,160.7 ,"Douglas County, NE"
104,falling,Nebraska,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,210.6 ,210.6 ,"Douglas County, NE"
10,*,Nebraska,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,94.7 ,94.7 ,"Douglas County, NE"
23,falling,Nebraska,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,85.6 ,85.6 ,"Douglas County, NE"
20,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,157.2 ,157.2 ,"Jefferson County, NE"
20,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,159.3 ,159.3 ,"Jefferson County, NE"
66,falling,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,156.9 ,156.9 ,"Adams County, NE"
65,falling,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,158.6 ,158.6 ,"Adams County, NE"
15,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,155.1 ,155.1 ,"Boone County, NE"
15,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,155.5 ,155.5 ,"Boone County, NE"
23,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,154.0 ,154.0 ,"Keith County, NE"
22,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,154.9 ,154.9 ,"Keith County, NE"
14,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,153.7 ,153.7 ,"Thayer County, NE"
14,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,155.8 ,155.8 ,"Thayer County, NE"
5,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,152.5 ,152.5 ,"Garden County, NE"
5,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,155.9 ,155.9 ,"Garden County, NE"
36,falling,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,151.8 ,151.8 ,"Otoe County, NE"
36,falling,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,153.0 ,153.0 ,"Otoe County, NE"
10,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,151.6 ,151.6 ,"Harlan County, NE"
10,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,153.2 ,153.2 ,"Harlan County, NE"
51,falling,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,151.3 ,151.3 ,"Cass County, NE"
51,falling,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,151.8 ,151.8 ,"Cass County, NE"
9,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,150.0 ,150.0 ,"Sherman County, NE"
9,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,151.0 ,151.0 ,"Sherman County, NE"
15,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,149.5 ,149.5 ,"Pierce County, NE"
15,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,150.2 ,150.2 ,"Pierce County, NE"
19,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,149.0 ,149.0 ,"Cheyenne County, NE"
19,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,150.9 ,150.9 ,"Cheyenne County, NE"
79,falling,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,148.9 ,148.9 ,"Buffalo County, NE"
77,falling,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,150.5 ,150.5 ,"Buffalo County, NE"
229,falling,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,147.7 ,147.7 ,"Sarpy County, NE"
5,*,Nebraska,All Cancer Sites,  White Hispanic,All Sexes,All Ages,88.2 ,88.2 ,"Sarpy County, NE"
224,falling,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,150.0 ,150.0 ,"Sarpy County, NE"
9,stable,Nebraska,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,170.6 ,170.6 ,"Sarpy County, NE"
3,*,Nebraska,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,82.4 ,82.4 ,"Sarpy County, NE"
5,*,Nebraska,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,80.1 ,80.1 ,"Sarpy County, NE"
21,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,147.2 ,147.2 ,"Cedar County, NE"
21,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,147.8 ,147.8 ,"Cedar County, NE"
64,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,147.1 ,147.1 ,"Platte County, NE"
62,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,150.5 ,150.5 ,"Platte County, NE"
15,falling,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,146.8 ,146.8 ,"Howard County, NE"
15,falling,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,145.8 ,145.8 ,"Howard County, NE"
30,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,145.2 ,145.2 ,"York County, NE"
30,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,147.3 ,147.3 ,"York County, NE"
445,falling,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,144.9 ,144.9 ,"Lancaster County, NE"
5,*,Nebraska,All Cancer Sites,  White Hispanic,All Sexes,All Ages,81.6 ,81.6 ,"Lancaster County, NE"
439,falling,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,147.0 ,147.0 ,"Lancaster County, NE"
11,falling,Nebraska,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,147.5 ,147.5 ,"Lancaster County, NE"
8,stable,Nebraska,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,90.4 ,90.4 ,"Lancaster County, NE"
5,*,Nebraska,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,79.2 ,79.2 ,"Lancaster County, NE"
17,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,143.5 ,143.5 ,"Burt County, NE"
17,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,143.0 ,143.0 ,"Burt County, NE"
9,falling,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,143.3 ,143.3 ,"Franklin County, NE"
9,falling,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,144.0 ,144.0 ,"Franklin County, NE"
61,falling,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,142.7 ,142.7 ,"Madison County, NE"
60,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,148.9 ,148.9 ,"Madison County, NE"
19,falling,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,142.6 ,142.6 ,"Hamilton County, NE"
19,falling,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,142.9 ,142.9 ,"Hamilton County, NE"
24,falling,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,142.5 ,142.5 ,"Holt County, NE"
24,falling,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,144.3 ,144.3 ,"Holt County, NE"
25,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,140.7 ,140.7 ,"Custer County, NE"
25,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,142.0 ,142.0 ,"Custer County, NE"
40,falling,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,139.8 ,139.8 ,"Dawson County, NE"
37,falling,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,149.4 ,149.4 ,"Dawson County, NE"
5,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,139.3 ,139.3 ,"Deuel County, NE"
5,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,137.5 ,137.5 ,"Deuel County, NE"
20,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,133.8 ,133.8 ,"Cuming County, NE"
20,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,138.1 ,138.1 ,"Cuming County, NE"
6,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,133.8 ,133.8 ,"Pawnee County, NE"
6,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,135.3 ,135.3 ,"Pawnee County, NE"
19,falling,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,133.0 ,133.0 ,"Box Butte County, NE"
18,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,134.3 ,134.3 ,"Box Butte County, NE"
7,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,132.3 ,132.3 ,"Brown County, NE"
7,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,133.0 ,133.0 ,"Brown County, NE"
12,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,131.7 ,131.7 ,"Clay County, NE"
12,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,134.9 ,134.9 ,"Clay County, NE"
14,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,127.5 ,127.5 ,"Colfax County, NE"
13,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,139.2 ,139.2 ,"Colfax County, NE"
14,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,126.4 ,126.4 ,"Wayne County, NE"
14,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,126.1 ,126.1 ,"Wayne County, NE"
4,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,125.2 ,125.2 ,"Gosper County, NE"
4,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,113.5 ,113.5 ,"Gosper County, NE"
13,falling,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,123.1 ,123.1 ,"Antelope County, NE"
13,falling,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,124.8 ,124.8 ,"Antelope County, NE"
10,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,122.2 ,122.2 ,"Polk County, NE"
10,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,123.9 ,123.9 ,"Polk County, NE"
4,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,120.6 ,120.6 ,"Dundy County, NE"
4,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,122.6 ,122.6 ,"Dundy County, NE"
10,stable,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,119.2 ,119.2 ,"Valley County, NE"
10,stable,Nebraska,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,120.0 ,120.0 ,"Valley County, NE"
9,falling,Nebraska,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,111.7 ,111.7 ,"Stanton County, NE"
