,Average Annual Count,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Incidence Rate cases per 100,000",County_State
2530,45,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,400.0 ,"Pemiscot County, MO"
2531,166,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,449.9 ,"Taney County, MO"
2532,150,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,378.9 ,"Taney County, MO"
2533,51,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,447.7 ,"Nodaway County, MO"
2534,46,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,373.8 ,"Nodaway County, MO"
2535,233,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,447.3 ,"Platte County, MO"
2536,253,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,434.3 ,"Platte County, MO"
2537,159,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,446.9 ,"Newton County, MO"
2538,149,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,385.4 ,"Newton County, MO"
2539,261,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,446.7 ,"Cass County, MO"
2540,292,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,436.9 ,"Cass County, MO"
2541,26,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,445.6 ,"Daviess County, MO"
2542,23,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,416.8 ,"Daviess County, MO"
2543,59,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,445.5 ,"Vernon County, MO"
2544,55,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,382.4 ,"Vernon County, MO"
2545,35,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,443.8 ,"DeKalb County, MO"
2546,28,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,411.8 ,"DeKalb County, MO"
2547,27,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,443.3 ,"Lewis County, MO"
2548,29,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,458.2 ,"Lewis County, MO"
2549,63,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,442.6 ,"Saline County, MO"
2550,68,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,438.3 ,"Saline County, MO"
2551,185,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,441.7 ,"Camden County, MO"
2552,151,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,388.0 ,"Camden County, MO"
2553,7,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,439.7 ,"Worth County, MO"
2554,7,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,515.2 ,"Worth County, MO"
2555,29,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,439.1 ,"Grundy County, MO"
2556,34,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,491.6 ,"Grundy County, MO"
2557,42,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,436.4 ,"Ripley County, MO"
2558,47,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,475.9 ,"Ripley County, MO"
2559,11,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,436.0 ,"Knox County, MO"
2560,13,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,413.1 ,"Knox County, MO"
2561,22,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,435.7 ,"Reynolds County, MO"
2562,17,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,361.2 ,"Reynolds County, MO"
2563,40,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,435.1 ,"Moniteau County, MO"
2564,36,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,412.3 ,"Moniteau County, MO"
2565,44,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,423.9 ,"Bates County, MO"
2566,46,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,389.8 ,"Bates County, MO"
2567,78,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,422.5 ,"Texas County, MO"
2568,67,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,375.8 ,"Texas County, MO"
2569,50,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,419.7 ,"Adair County, MO"
2570,59,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,440.8 ,"Adair County, MO"
2571,45,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,416.9 ,"Cedar County, MO"
2572,44,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,403.5 ,"Cedar County, MO"
2573,105,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,416.6 ,"Howell County, MO"
2574,94,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,334.1 ,"Howell County, MO"
2575,46,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,411.9 ,"Dent County, MO"
2576,46,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,413.0 ,"Dent County, MO"
2577,78,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,407.9 ,"Polk County, MO"
2578,68,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,335.7 ,"Polk County, MO"
2579,26,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,407.1 ,"Maries County, MO"
2580,21,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,334.7 ,"Maries County, MO"
2581,26,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,406.7 ,"Caldwell County, MO"
2582,20,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,339.5 ,"Caldwell County, MO"
2583,17,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,406.2 ,"Sullivan County, MO"
2584,15,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,348.9 ,"Sullivan County, MO"
2585,35,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,405.3 ,"Ozark County, MO"
2586,24,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,326.9 ,"Ozark County, MO"
2587,42,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,391.4 ,"Douglas County, MO"
2588,28,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,246.7 ,"Douglas County, MO"
2589,12,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,382.1 ,"Schuyler County, MO"
2590,12,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,401.0 ,"Schuyler County, MO"
2591,11,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,380.0 ,"Scotland County, MO"
2592,13,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,388.2 ,"Scotland County, MO"
2593,16,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,374.4 ,"Gentry County, MO"
2594,21,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,442.6 ,"Gentry County, MO"
2595,14,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,357.9 ,"Putnam County, MO"
2596,14,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,361.4 ,"Putnam County, MO"
2597,28,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,343.8 ,"Oregon County, MO"
2598,24,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,309.3 ,"Oregon County, MO"
2599,30,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,326.3 ,"Hickory County, MO"
2600,32,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,376.5 ,"Hickory County, MO"
2601,19,Missouri,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,301.0 ,"Shannon County, MO"
2602,20,Missouri,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,336.1 ,"Shannon County, MO"
2603,48,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,620.1 ,"Custer County, MT"
2604,33,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,401.7 ,"Custer County, MT"
2605,17,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,607.0 ,"Sheridan County, MT"
2606,12,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,399.8 ,"Sheridan County, MT"
2607,7,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,603.3 ,"Prairie County, MT"
2608,5,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,597.4 ,"Prairie County, MT"
2609,29,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,600.6 ,"Broadwater County, MT"
2610,21,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,484.5 ,"Broadwater County, MT"
2611,32,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,597.2 ,"Rosebud County, MT"
2612,28,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,531.1 ,"Rosebud County, MT"
2613,4,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,592.0 ,"Treasure County, MT"
2614,19,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,588.1 ,"Phillips County, MT"
2615,14,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,445.9 ,"Phillips County, MT"
2616,11,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,578.7 ,"Fallon County, MT"
2617,10,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,536.1 ,"Fallon County, MT"
2618,8,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,578.4 ,"McCone County, MT"
2619,5,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,416.7 ,"McCone County, MT"
2620,10,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,575.6 ,"Wheatland County, MT"
2621,6,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,334.8 ,"Wheatland County, MT"
2622,508,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,560.3 ,"Yellowstone County, MT"
2623,497,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,497.8 ,"Yellowstone County, MT"
2624,23,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,554.1 ,"Musselshell County, MT"
2625,19,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,553.5 ,"Musselshell County, MT"
2626,6,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,553.6 ,"Carter County, MT"
2627,6,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,633.4 ,"Carter County, MT"
2628,359,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,551.2 ,"Flathead County, MT"
2629,306,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,466.3 ,"Flathead County, MT"
2630,30,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,541.9 ,"Powell County, MT"
2631,19,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,434.2 ,"Powell County, MT"
2632,100,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,537.4 ,"Lincoln County, MT"
2633,71,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,440.1 ,"Lincoln County, MT"
2634,33,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,529.3 ,"Big Horn County, MT"
2635,31,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,453.2 ,"Big Horn County, MT"
2636,114,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,526.2 ,"Lake County, MT"
2637,88,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,419.6 ,"Lake County, MT"
2638,223,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,526.1 ,"Lewis and Clark County, MT"
2639,204,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,457.5 ,"Lewis and Clark County, MT"
2640,25,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,518.3 ,"Roosevelt County, MT"
2641,22,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,407.3 ,"Roosevelt County, MT"
2642,32,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,516.3 ,"Glacier County, MT"
2643,28,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,404.4 ,"Glacier County, MT"
2644,38,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,512.4 ,"Stillwater County, MT"
2645,30,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,450.4 ,"Stillwater County, MT"
2646,31,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,510.5 ,"Dawson County, MT"
2647,23,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,404.6 ,"Dawson County, MT"
2648,57,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,510.1 ,"Sanders County, MT"
2649,50,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,464.5 ,"Sanders County, MT"
2650,48,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,509.0 ,"Jefferson County, MT"
2651,38,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,456.8 ,"Jefferson County, MT"
2652,114,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,506.6 ,"Silver Bow County, MT"
2653,101,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,441.4 ,"Silver Bow County, MT"
2654,16,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,505.8 ,"Sweet Grass County, MT"
2655,10,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,364.2 ,"Sweet Grass County, MT"
2656,27,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,482.2 ,"Valley County, MT"
2657,27,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,497.1 ,"Valley County, MT"
2658,36,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,477.3 ,"Deer Lodge County, MT"
2659,28,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,397.1 ,"Deer Lodge County, MT"
2660,239,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,471.7 ,"Gallatin County, MT"
2661,200,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,400.6 ,"Gallatin County, MT"
2662,4,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,465.4 ,"Golden Valley County, MT"
2663,4,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,566.8 ,"Golden Valley County, MT"
2664,19,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,464.6 ,"Mineral County, MT"
2665,12,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,338.8 ,"Mineral County, MT"
2666,42,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,462.2 ,"Fergus County, MT"
2667,32,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,402.5 ,"Fergus County, MT"
2668,9,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,458.0 ,"Meagher County, MT"
2669,7,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,423.8 ,"Meagher County, MT"
2670,157,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,455.4 ,"Ravalli County, MT"
2671,125,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,365.1 ,"Ravalli County, MT"
2672,7,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,454.4 ,"Daniels County, MT"
2673,4,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,239.8 ,"Daniels County, MT"
2674,39,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,450.8 ,"Hill County, MT"
2675,39,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,427.9 ,"Hill County, MT"
2676,30,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,446.2 ,"Richland County, MT"
2677,25,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,414.8 ,"Richland County, MT"
2678,226,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,444.0 ,"Cascade County, MT"
2679,220,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,407.6 ,"Cascade County, MT"
2680,56,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,441.7 ,"Park County, MT"
2681,52,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,410.4 ,"Park County, MT"
2682,277,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,440.4 ,"Missoula County, MT"
2683,284,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,428.7 ,"Missoula County, MT"
2684,17,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,435.8 ,"Pondera County, MT"
2685,19,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,454.7 ,"Pondera County, MT"
2686,39,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,432.4 ,"Carbon County, MT"
2687,35,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,416.0 ,"Carbon County, MT"
2688,7,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,429.9 ,"Liberty County, MT"
2689,7,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,390.5 ,"Liberty County, MT"
2690,17,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,428.4 ,"Chouteau County, MT"
2691,14,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,338.9 ,"Chouteau County, MT"
2692,19,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,424.7 ,"Teton County, MT"
2693,20,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,432.2 ,"Teton County, MT"
2694,7,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,414.2 ,"Powder River County, MT"
2695,5,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,367.0 ,"Powder River County, MT"
2696,13,Montana,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,403.7 ,"Toole County, MT"
2697,11,Montana,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,333.4 ,"Toole County, MT"
