,Average Annual Count,Recent Trend,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Incidence Rate cases per 100,000",Recent 5-Year Trend in Incidence Rates,County_State
5088,105,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,426.3 ",0.5 ,"Perry County, MO"
5089,47,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,222.8 ,1.1 ,"Perry County, MO"
5090,67,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,047.6 ",-0.1 ,"Perry County, MO"
5091,11,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,81.8 ,-2.1 ,"McDonald County, MO"
5092,105,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,348.1 ",-2.3 ,"McDonald County, MO"
5093,49,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,200.4 ,0.0 ,"McDonald County, MO"
5094,68,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,022.0 ",0.8 ,"McDonald County, MO"
5095,6,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,80.2 ,2.3 ,"DeKalb County, MO"
5096,56,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,274.9 ",0.3 ,"DeKalb County, MO"
5097,26,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,195.5 ,1.7 ,"DeKalb County, MO"
5098,37,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,886.4 ",-0.3 ,"DeKalb County, MO"
5099,15,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,77.5 ,-0.3 ,"Barry County, MO"
5100,193,rising,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,266.6 ",4.5 ,"Barry County, MO"
5101,78,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,198.4 ,0.0 ,"Barry County, MO"
5102,129,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,832.9 ",-0.7 ,"Barry County, MO"
5103,4,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,71.3 ,-0.4 ,"Linn County, MO"
5104,74,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,400.4 ",0.3 ,"Linn County, MO"
5105,25,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,185.7 ,-1.2 ,"Linn County, MO"
5106,53,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,194.5 ",1.2 ,"Linn County, MO"
5107,5,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,66.6 ,-3.3 ,"Cedar County, MO"
5108,84,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,293.8 ",-0.8 ,"Cedar County, MO"
5109,32,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,207.0 ,-0.3 ,"Cedar County, MO"
5110,57,falling,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,772.1 ",-1.8 ,"Cedar County, MO"
5111,3,falling,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,51.7 ,-5.7 ,"Douglas County, MO"
5112,66,falling,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,002.5 ",-2.3 ,"Douglas County, MO"
5113,24,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,146.5 ,3.0 ,"Douglas County, MO"
5114,46,falling,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,484.0 ",-2.9 ,"Douglas County, MO"
5115,23,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,433.3 ",1.1 ,"Mercer County, MO"
5116,9,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,224.1 ,0.3 ,"Mercer County, MO"
5117,15,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,069.1 ",1.1 ,"Mercer County, MO"
5118,51,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,416.3 ",-0.4 ,"Chariton County, MO"
5119,20,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,225.5 ,-1.1 ,"Chariton County, MO"
5120,35,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,998.9 ",-0.2 ,"Chariton County, MO"
5121,39,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,320.5 ",0.5 ,"Clark County, MO"
5122,16,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,199.6 ,0.9 ,"Clark County, MO"
5123,27,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,971.6 ",0.4 ,"Clark County, MO"
5124,23,falling,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,290.2 ",-1.8 ,"Knox County, MO"
5125,6,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,164.0 ,-2.9 ,"Knox County, MO"
5126,18,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,182.4 ",-0.9 ,"Knox County, MO"
5127,13,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,260.6 ",-0.4 ,"Worth County, MO"
5128,5,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,266.1 ,-2.2 ,"Worth County, MO"
5129,9,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,870.4 ",1.5 ,"Worth County, MO"
5130,62,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,251.3 ",-1.0 ,"St. Clair County, MO"
5131,24,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,212.4 ,0.7 ,"St. Clair County, MO"
5132,40,falling,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,620.4 ",-2.8 ,"St. Clair County, MO"
5133,27,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,229.6 ",-1.0 ,"Holt County, MO"
5134,11,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,228.4 ,0.2 ,"Holt County, MO"
5135,19,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,766.8 ",-2.1 ,"Holt County, MO"
5136,26,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,126.4 ",0.3 ,"Putnam County, MO"
5137,9,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,171.9 ,2.2 ,"Putnam County, MO"
5138,18,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,619.6 ",-0.1 ,"Putnam County, MO"
5139,21,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,124.4 ",-2.3 ,"Scotland County, MO"
5140,8,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,181.9 ,-2.0 ,"Scotland County, MO"
5141,16,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,739.3 ",-1.9 ,"Scotland County, MO"
5142,21,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,114.7 ",-1.6 ,"Schuyler County, MO"
5143,8,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,184.5 ,-1.5 ,"Schuyler County, MO"
5144,16,stable,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,830.9 ",-1.7 ,"Schuyler County, MO"
5145,3,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,153.2 ,4.1 ,"Musselshell County, MT"
5146,39,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,609.2 ",-0.4 ,"Musselshell County, MT"
5147,16,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,302.5 ,1.5 ,"Musselshell County, MT"
5148,26,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,288.2 ",-0.5 ,"Musselshell County, MT"
5149,4,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,140.7 ,1.4 ,"Pondera County, MT"
5150,32,falling,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,256.6 ",-2.1 ,"Pondera County, MT"
5151,14,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,236.9 ,-1.2 ,"Pondera County, MT"
5152,22,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,900.2 ",-1.8 ,"Pondera County, MT"
5153,8,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,137.6 ,2.0 ,"Fergus County, MT"
5154,66,falling,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,199.6 ",-2.9 ,"Fergus County, MT"
5155,29,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,242.4 ,-0.6 ,"Fergus County, MT"
5156,45,falling,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,720.0 ",-3.3 ,"Fergus County, MT"
5157,4,rising,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,132.3 ,8.7 ,"Broadwater County, MT"
5158,46,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,633.8 ",-0.2 ,"Broadwater County, MT"
5159,19,rising,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,273.7 ,3.8 ,"Broadwater County, MT"
5160,31,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,423.9 ",-1.2 ,"Broadwater County, MT"
5161,49,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,128.3 ,1.8 ,"Lewis and Clark County, MT"
5162,378,falling,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,427.7 ",-0.7 ,"Lewis and Clark County, MT"
5163,180,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,241.6 ,0.7 ,"Lewis and Clark County, MT"
5164,247,falling,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,174.6 ",-1.0 ,"Lewis and Clark County, MT"
5165,9,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,126.3 ,3.8 ,"Glacier County, MT"
5166,51,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,319.0 ",-0.7 ,"Glacier County, MT"
5167,31,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,249.8 ,1.2 ,"Glacier County, MT"
5168,29,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,866.6 ",-0.9 ,"Glacier County, MT"
5169,8,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,124.9 ,3.4 ,"Roosevelt County, MT"
5170,39,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,305.7 ",-1.4 ,"Roosevelt County, MT"
5171,26,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,258.1 ,-0.1 ,"Roosevelt County, MT"
5172,21,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,782.0 ",-1.5 ,"Roosevelt County, MT"
5173,114,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,123.4 ,-0.1 ,"Yellowstone County, MT"
5174,890,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,575.0 ",3.2 ,"Yellowstone County, MT"
5175,427,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,262.1 ,4.2 ,"Yellowstone County, MT"
5176,578,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,328.5 ",-0.4 ,"Yellowstone County, MT"
5177,6,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,121.3 ,-1.2 ,"Dawson County, MT"
5178,48,falling,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,320.7 ",-1.7 ,"Dawson County, MT"
5179,22,falling,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,224.6 ,-1.9 ,"Dawson County, MT"
5180,33,falling,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,016.5 ",-1.7 ,"Dawson County, MT"
5181,67,rising,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,120.7 ,2.6 ,"Flathead County, MT"
5182,598,falling,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,521.5 ",-0.6 ,"Flathead County, MT"
5183,266,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,242.6 ,0.6 ,"Flathead County, MT"
5184,399,falling,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,328.1 ",-0.6 ,"Flathead County, MT"
5185,6,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,120.3 ,0.7 ,"Rosebud County, MT"
5186,53,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,705.1 ",0.6 ,"Rosebud County, MT"
5187,28,rising,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,284.0 ,2.2 ,"Rosebud County, MT"
5188,31,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,455.4 ",-0.5 ,"Rosebud County, MT"
5189,4,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,118.4 ,3.3 ,"Teton County, MT"
5190,36,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,253.3 ",-1.8 ,"Teton County, MT"
5191,11,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,184.9 ,-1.2 ,"Teton County, MT"
5192,28,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,127.1 ",-0.6 ,"Teton County, MT"
5193,22,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,117.5 ,1.4 ,"Silver Bow County, MT"
5194,193,falling,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,392.2 ",-1.1 ,"Silver Bow County, MT"
5195,88,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,238.4 ,-0.3 ,"Silver Bow County, MT"
5196,127,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,056.1 ",-1.2 ,"Silver Bow County, MT"
5197,6,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,117.3 ,-1.0 ,"Stillwater County, MT"
5198,62,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,438.7 ",-0.5 ,"Stillwater County, MT"
5199,31,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,267.3 ,1.1 ,"Stillwater County, MT"
5200,37,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,956.9 ",-14.0 ,"Stillwater County, MT"
5201,10,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,117.2 ,0.8 ,"Hill County, MT"
5202,68,falling,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,251.6 ",-1.9 ,"Hill County, MT"
5203,33,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,215.3 ,-1.4 ,"Hill County, MT"
5204,45,falling,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,907.0 ",-1.5 ,"Hill County, MT"
5205,6,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,115.0 ,0.3 ,"Carbon County, MT"
5206,68,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,240.1 ",-0.7 ,"Carbon County, MT"
5207,27,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,212.1 ,-0.2 ,"Carbon County, MT"
5208,47,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,891.0 ",-0.9 ,"Carbon County, MT"
5209,10,rising,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,113.1 ,4.2 ,"Lincoln County, MT"
5210,161,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,483.1 ",-0.3 ,"Lincoln County, MT"
5211,56,rising,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,234.8 ,1.7 ,"Lincoln County, MT"
5212,114,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,254.7 ",-0.6 ,"Lincoln County, MT"
5213,4,*,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,112.7 ,*,"Valley County, MT"
5214,50,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,482.3 ",-0.7 ,"Valley County, MT"
5215,20,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,246.0 ,1.4 ,"Valley County, MT"
5216,35,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,173.5 ",-2.1 ,"Valley County, MT"
5217,17,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,112.6 ,2.1 ,"Lake County, MT"
5218,186,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,418.2 ",-0.3 ,"Lake County, MT"
5219,70,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,222.3 ,0.8 ,"Lake County, MT"
5220,132,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,196.9 ",-0.3 ,"Lake County, MT"
5221,6,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,111.4 ,1.2 ,"Sanders County, MT"
5222,101,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,482.3 ",-0.2 ,"Sanders County, MT"
5223,37,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,254.9 ,0.8 ,"Sanders County, MT"
5224,70,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,124.1 ",-0.6 ,"Sanders County, MT"
5225,5,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,109.1 ,0.1 ,"Powell County, MT"
5226,44,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,484.2 ",-0.1 ,"Powell County, MT"
5227,20,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,238.8 ,0.1 ,"Powell County, MT"
5228,28,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,208.0 ",0.1 ,"Powell County, MT"
5229,7,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,109.1 ,1.1 ,"Jefferson County, MT"
5230,79,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,487.1 ",0.4 ,"Jefferson County, MT"
5231,34,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,223.7 ,0.9 ,"Jefferson County, MT"
5232,52,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,318.3 ",0.1 ,"Jefferson County, MT"
5233,7,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,107.2 ,0.4 ,"Richland County, MT"
5234,49,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,282.7 ",0.4 ,"Richland County, MT"
5235,28,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,235.9 ,1.0 ,"Richland County, MT"
5236,27,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,776.5 ",-0.4 ,"Richland County, MT"
5237,7,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,100.5 ,1.4 ,"Big Horn County, MT"
5238,57,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,508.2 ",0.8 ,"Big Horn County, MT"
5239,29,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,240.7 ,1.1 ,"Big Horn County, MT"
5240,34,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,198.9 ",0.6 ,"Big Horn County, MT"
5241,6,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,98.2 ,-1.2 ,"Custer County, MT"
5242,75,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,561.0 ",-1.0 ,"Custer County, MT"
5243,32,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,245.7 ,-0.1 ,"Custer County, MT"
5244,49,falling,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,266.9 ",-1.7 ,"Custer County, MT"
5245,67,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,98.0 ,0.5 ,"Missoula County, MT"
5246,494,falling,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,309.6 ",-1.1 ,"Missoula County, MT"
5247,242,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,213.1 ,-0.2 ,"Missoula County, MT"
5248,318,falling,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,941.0 ",-1.3 ,"Missoula County, MT"
5249,63,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,96.7 ,-0.4 ,"Gallatin County, MT"
5250,375,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,314.3 ",-0.5 ,"Gallatin County, MT"
5251,208,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,211.1 ,0.1 ,"Gallatin County, MT"
5252,230,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,959.7 ",-0.9 ,"Gallatin County, MT"
5253,40,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,91.2 ,-0.1 ,"Cascade County, MT"
5254,406,falling,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,291.1 ",-1.2 ,"Cascade County, MT"
5255,172,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,204.9 ,-0.4 ,"Cascade County, MT"
5256,275,falling,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,918.6 ",-1.5 ,"Cascade County, MT"
5257,19,stable,Montana,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,91.1 ,-0.2 ,"Ravalli County, MT"
