County,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate†deaths per 100,000(95% Confidence Interval)",CI*Rank&fork;(95% Confidence Interval),Average Annual Count,Recent Trend,Recent 5-Year Trend‡ in Death Rates(95% Confidence Interval),State,Cancer,Race/Ethnicity,Sex,Age,Borough Or Census Area,Parish
Warren County,***,"151.9 (135.8, 169.5)","99 (43, 115)",68,falling,"-1.6 (-2.2, -1.1)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Polk County,***,"151.6 (135.0, 169.8)","100 (45, 115)",64,falling,"-1.3 (-2.0, -0.6)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Lewis County,***,"150.6 (122.3, 184.3)","101 (15, 115)",20,stable,"-0.5 (-1.7, 0.8)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Taney County,***,"150.6 (138.5, 163.6)","102 (59, 115)",122,falling,"-1.4 (-1.8, -1.0)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Shelby County,***,"150.4 (117.7, 191.3)","103 (8, 115)",15,falling,"-1.4 (-2.5, -0.3)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Camden County,***,"148.6 (136.6, 161.7)","104 (64, 114)",127,falling,"-1.1 (-1.6, -0.7)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
St. Charles County,***,"147.5 (142.3, 152.8)","105 (87, 112)",643,falling,"-1.4 (-1.7, -1.2)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Carroll County,***,"147.5 (119.4, 181.3)","106 (18, 115)",20,falling,"-1.0 (-1.9, -0.1)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Sullivan County,***,"146.8 (112.2, 190.0)","107 (7, 115)",13,stable,"-0.2 (-1.2, 0.7)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Grundy County,***,"145.8 (119.6, 176.9)","108 (18, 115)",23,stable,"-0.9 (-1.8, 0.0)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
St. Louis County,***,"145.5 (142.2, 148.8)","109 (92, 112)",1604,falling,"-1.4 (-1.5, -1.3)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Cole County,***,"143.4 (132.3, 155.3)","110 (74, 115)",129,falling,"-2.0 (-2.4, -1.6)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Platte County,***,"142.2 (131.9, 153.1)","111 (82, 115)",148,falling,"-1.8 (-2.1, -1.4)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Boone County,***,"141.8 (133.1, 150.8)","112 (87, 115)",211,falling,"-1.3 (-1.7, -0.9)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Moniteau County,***,"140.9 (117.8, 167.6)","113 (41, 115)",27,falling,"-1.1 (-2.0, -0.2)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Clark County,***,"136.9 (106.5, 174.7)","114 (21, 115)",15,stable,"-0.9 (-2.1, 0.3)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Howard County,***,"127.2 (100.2, 159.8)","115 (42, 115)",16,falling,"-1.3 (-2.3, -0.2)",Missouri,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,,
Missouri,***,"87.7 (79.8, 96.2)",,101,stable,"0.4 (-2.9, 3.9)",Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
United States  6,***,"116.2 (115.6, 116.7)",,39492,falling,"-1.5 (-2.2, -0.8)",Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Jasper County,***,"138.6 (78.7, 221.1)","1 (1, 6)",4,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Clay County,***,"113.0 (80.4, 153.1)","2 (1, 5)",9,stable,"0.0 (-2.1, 2.2)",Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Jackson County,***,"112.4 (94.8, 132.0)","3 (1, 5)",33,falling,"-1.3 (-2.2, -0.4)",Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
St. Louis City,***,"102.3 (61.6, 156.5)","4 (1, 6)",5,stable,"-35.8 (-73.8, 57.2)",Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
St. Charles County,***,"86.2 (52.8, 130.5)","5 (2, 6)",4,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
St. Louis County,***,"74.6 (55.9, 97.1)","6 (4, 6)",12,stable,"2.8 (-6.0, 12.3)",Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Adair County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Andrew County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Atchison County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Audrain County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Barry County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Barton County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Bates County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Benton County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Bollinger County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Boone County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Buchanan County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Butler County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Caldwell County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Callaway County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Camden County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Cape Girardeau County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Carroll County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Carter County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Cass County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Cedar County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Chariton County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Christian County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Clark County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Clinton County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Cole County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Cooper County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Crawford County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Dade County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Dallas County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Daviess County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
DeKalb County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Dent County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Douglas County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Dunklin County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Franklin County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Gasconade County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Gentry County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Greene County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Grundy County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Harrison County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Henry County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Hickory County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Holt County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Howard County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Howell County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Iron County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Jefferson County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Johnson County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Knox County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Laclede County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Lafayette County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Lawrence County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Lewis County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Lincoln County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Linn County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Livingston County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Macon County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Madison County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Maries County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Marion County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
McDonald County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Mercer County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Miller County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Mississippi County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Moniteau County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Monroe County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Montgomery County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Morgan County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
New Madrid County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Newton County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Nodaway County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Oregon County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Osage County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Ozark County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Pemiscot County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Perry County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Pettis County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Phelps County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Pike County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Platte County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Polk County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Pulaski County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Putnam County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Ralls County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Randolph County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Ray County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Reynolds County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Ripley County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Saline County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Schuyler County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Scotland County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Scott County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Shannon County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Shelby County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
St. Clair County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
St. Francois County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Ste. Genevieve County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Stoddard County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Stone County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Sullivan County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Taney County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Texas County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Vernon County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Warren County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Washington County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Wayne County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Webster County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Worth County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Wright County,***,*,*,3 or fewer,*,*,Missouri,All Cancer Sites,  White Hispanic,All Sexes,All Ages,,
Missouri,***,"166.1 (164.7, 167.5)",,11359,falling,"-1.3 (-1.5, -1.2)",Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
United States  6,***,"157.2 (157.0, 157.4)",,465073,falling,"-2.0 (-2.2, -1.7)",Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Dunklin County,***,"226.9 (205.3, 250.5)","1 (1, 30)",85,stable,"-0.3 (-0.8, 0.3)",Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Pemiscot County,***,"225.2 (193.9, 260.7)","2 (1, 63)",39,stable,"0.1 (-0.5, 0.8)",Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Randolph County,***,"221.0 (197.2, 247.1)","3 (1, 54)",65,stable,"-0.2 (-0.8, 0.3)",Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
St. Francois County,***,"219.7 (205.2, 234.9)","4 (1, 27)",177,stable,"0.6 (-0.2, 1.5)",Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Madison County,***,"218.8 (188.2, 253.6)","5 (1, 75)",38,falling,"-0.8 (-1.4, -0.2)",Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Worth County,***,"216.1 (151.1, 307.0)","6 (1, 115)",8,stable,"0.0 (-1.6, 1.6)",Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Carter County,***,"212.7 (169.5, 264.7)","7 (1, 107)",18,stable,"-0.1 (-1.3, 1.0)",Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
McDonald County,***,"212.5 (187.1, 240.8)","8 (1, 68)",53,stable,"-0.4 (-1.1, 0.3)",Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
New Madrid County,***,"211.9 (184.7, 242.6)","9 (1, 74)",46,stable,"-0.1 (-0.8, 0.6)",Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Benton County,***,"211.7 (190.0, 236.1)","10 (1, 57)",82,falling,"-1.0 (-1.5, -0.5)",Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Ripley County,***,"208.6 (180.9, 240.0)","11 (1, 80)",42,stable,"0.1 (-0.7, 0.9)",Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Butler County,***,"208.1 (191.4, 226.1)","12 (1, 51)",118,falling,"-0.6 (-1.1, -0.1)",Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Stoddard County,***,"207.5 (187.9, 228.8)","13 (1, 61)",87,stable,"-0.4 (-1.0, 0.1)",Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Crawford County,***,"206.0 (184.4, 229.7)","14 (1, 68)",70,stable,"-0.3 (-0.8, 0.1)",Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Montgomery County,***,"199.8 (170.1, 234.0)","15 (1, 98)",34,stable,"-0.4 (-1.4, 0.5)",Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Howell County,***,"198.5 (182.0, 216.2)","16 (2, 64)",111,falling,"-0.5 (-1.0, -0.1)",Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Laclede County,***,"196.8 (178.6, 216.5)","17 (2, 71)",90,falling,"-0.7 (-1.1, -0.3)",Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Mississippi County,***,"193.9 (163.6, 229.0)","18 (1, 108)",30,stable,"-0.3 (-1.3, 0.8)",Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Wayne County,***,"193.7 (166.8, 224.4)","19 (1, 101)",41,stable,"-0.3 (-1.0, 0.5)",Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Macon County,***,"193.2 (167.4, 222.4)","20 (2, 98)",44,rising,"6.3 (2.6, 10.2)",Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Newton County,***,"193.0 (178.7, 208.2)","21 (6, 69)",141,stable,"-0.4 (-0.7, 0.0)",Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Ray County,***,"192.7 (170.9, 216.8)","22 (2, 92)",59,stable,"-0.4 (-1.0, 0.2)",Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Audrain County,***,"192.6 (171.2, 216.2)","23 (3, 93)",61,stable,"-0.3 (-0.9, 0.3)",Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Iron County,***,"192.0 (161.9, 227.0)","24 (1, 109)",30,falling,"-1.2 (-1.8, -0.6)",Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Livingston County,***,"191.9 (165.5, 221.8)","25 (1, 101)",41,stable,"0.3 (-0.5, 1.0)",Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Hickory County,***,"191.9 (162.3, 227.2)","26 (1, 105)",37,falling,"-0.9 (-1.7, -0.2)",Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Adair County,***,"191.7 (168.4, 217.5)","27 (2, 94)",52,stable,"-0.5 (-1.1, 0.2)",Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Bates County,***,"191.6 (166.4, 220.0)","28 (2, 101)",44,falling,"-0.8 (-1.4, -0.2)",Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Mercer County,***,"190.0 (140.0, 254.8)","29 (1, 115)",10,stable,"0.9 (-0.5, 2.3)",Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Cedar County,***,"189.6 (163.6, 219.2)","30 (1, 103)",43,stable,"-0.2 (-0.9, 0.6)",Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Washington County,***,"189.5 (167.9, 213.4)","31 (3, 93)",58,stable,"-0.4 (-1.1, 0.3)",Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Clinton County,***,"189.3 (166.2, 215.0)","32 (3, 97)",51,stable,"-0.1 (-0.7, 0.5)",Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Morgan County,***,"189.2 (167.5, 213.3)","33 (3, 95)",61,stable,"-0.6 (-1.2, 0.1)",Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Pike County,***,"189.0 (164.1, 217.0)","34 (2, 100)",43,stable,"-0.2 (-0.6, 0.2)",Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
DeKalb County,***,"186.3 (155.9, 221.6)","35 (1, 112)",28,stable,"-1.0 (-2.2, 0.2)",Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Pulaski County,***,"186.2 (165.4, 208.9)","36 (4, 101)",60,falling,"-1.0 (-1.6, -0.3)",Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
Dallas County,***,"185.8 (161.6, 213.1)","37 (2, 103)",45,falling,"-0.8 (-1.4, -0.2)",Missouri,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,,
