County,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate†deaths per 100,000(95% Confidence Interval)",CI*Rank&fork;(95% Confidence Interval),Average Annual Count,Recent Trend,Recent 5-Year Trend‡ in Death Rates(95% Confidence Interval),State,Cancer,Race/Ethnicity,Sex,Age,Borough Or Census Area,Parish
Attala County,***,"69.5 (53.9, 88.6)","41 (6, 80)",15,stable,"-0.6 (-1.8, 0.7)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Simpson County,***,"69.5 (56.3, 85.1)","42 (8, 78)",21,falling,"-1.0 (-2.0, -0.1)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Warren County,***,"69.3 (59.1, 81.0)","43 (12, 74)",36,falling,"-1.1 (-1.8, -0.4)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Harrison County,***,"69.2 (64.2, 74.5)","44 (23, 63)",154,falling,"-1.0 (-1.4, -0.6)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Forrest County,***,"69.0 (60.5, 78.5)","45 (15, 72)",49,falling,"-1.0 (-1.5, -0.5)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Yazoo County,***,"68.7 (55.5, 84.2)","46 (9, 78)",19,stable,"-1.0 (-2.0, 0.0)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Marshall County,***,"68.4 (57.5, 81.1)","47 (11, 76)",31,falling,"-1.2 (-2.0, -0.4)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Lincoln County,***,"68.4 (57.0, 81.8)","48 (11, 76)",27,stable,"-0.6 (-1.4, 0.1)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Pontotoc County,***,"67.6 (55.5, 81.7)","49 (11, 78)",23,stable,"-0.7 (-1.7, 0.4)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Covington County,***,"67.4 (51.5, 86.8)","50 (6, 80)",13,falling,"-1.2 (-2.2, -0.3)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Pearl River County,***,"66.9 (57.5, 77.6)","51 (16, 75)",40,falling,"-1.0 (-1.7, -0.3)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Clarke County,***,"66.7 (50.6, 87.0)","52 (5, 81)",13,stable,"0.1 (-1.2, 1.5)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Union County,***,"66.6 (53.7, 81.8)","53 (9, 79)",19,falling,"-1.4 (-2.3, -0.4)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
George County,***,"66.5 (52.6, 83.2)","54 (8, 79)",16,stable,"-1.2 (-2.4, 0.1)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Tate County,***,"66.4 (53.8, 81.3)","55 (11, 79)",21,falling,"-1.3 (-2.4, -0.2)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Smith County,***,"65.9 (49.3, 86.6)","56 (5, 81)",12,stable,"-0.8 (-2.3, 0.7)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Panola County,***,"65.7 (54.1, 79.1)","57 (13, 78)",25,stable,"-1.0 (-2.0, 0.0)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Wilkinson County,***,"64.5 (43.5, 93.2)","58 (3, 81)",7,falling,"-1.8 (-3.3, -0.3)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Webster County,***,"64.0 (44.5, 90.3)","59 (4, 81)",8,stable,"-0.6 (-2.1, 1.0)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Newton County,***,"63.6 (49.4, 80.8)","60 (10, 80)",15,falling,"-1.6 (-2.9, -0.2)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Madison County,***,"63.0 (56.6, 70.0)","61 (31, 75)",74,falling,"-5.6 (-6.9, -4.3)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Winston County,***,"62.7 (47.2, 82.1)","62 (9, 81)",12,stable,"-1.3 (-2.6, 0.1)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Hinds County,***,"62.3 (57.9, 67.1)","63 (39, 73)",157,stable,"-0.1 (-1.1, 0.9)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Stone County,***,"61.9 (46.3, 81.2)","64 (9, 81)",11,stable,"-1.3 (-2.8, 0.1)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Lauderdale County,***,"61.0 (53.4, 69.5)","65 (30, 78)",50,falling,"-3.0 (-4.5, -1.5)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Alcorn County,***,"61.0 (50.4, 73.2)","66 (20, 80)",25,falling,"-1.5 (-2.4, -0.7)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Wayne County,***,"60.7 (46.8, 77.7)","67 (14, 81)",14,stable,"-0.5 (-1.8, 0.7)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Amite County,***,"60.3 (42.9, 83.4)","68 (9, 81)",10,stable,"0.0 (-1.4, 1.4)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Jackson County,***,"60.2 (54.9, 65.9)","69 (41, 77)",100,falling,"-1.5 (-2.0, -1.1)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Carroll County,***,"60.1 (43.0, 83.8)","70 (8, 81)",9,stable,"-0.7 (-1.9, 0.6)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Jones County,***,"59.8 (51.8, 68.7)","71 (30, 79)",43,falling,"-1.7 (-2.4, -0.9)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Jasper County,***,"57.1 (42.4, 75.8)","72 (16, 81)",11,falling,"-2.0 (-3.0, -0.9)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
DeSoto County,***,"56.4 (51.7, 61.6)","73 (53, 78)",105,falling,"-1.3 (-1.8, -0.7)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Franklin County,***,"56.0 (35.0, 86.2)","74 (5, 81)",5,falling,"-2.9 (-4.4, -1.3)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Leake County,***,"55.5 (42.5, 71.4)","75 (23, 81)",13,stable,"-1.0 (-2.2, 0.3)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Hancock County,***,"55.2 (46.4, 65.3)","76 (39, 81)",32,falling,"-1.7 (-2.6, -0.9)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Clay County,***,"54.3 (40.9, 71.0)","77 (23, 81)",12,falling,"-2.1 (-3.2, -1.0)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Rankin County,***,"48.0 (43.3, 53.1)","78 (69, 81)",79,falling,"-2.0 (-2.6, -1.5)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Lamar County,***,"47.1 (39.6, 55.6)","79 (61, 81)",29,falling,"-1.9 (-2.8, -1.1)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Benton County,***,"45.7 (29.0, 70.3)","80 (21, 81)",5,stable,"-26.6 (-47.7, 3.0)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Lafayette County,***,"40.2 (32.4, 49.3)","81 (71, 81)",20,falling,"-2.5 (-3.2, -1.7)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Issaquena County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,,
Mississippi,***,"993.4 (980.2, 1,006.8)",,4382,falling,"-1.0 (-1.1, -0.9)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
United States,***,"871.8 (870.7, 873.0)",,427355,falling,"-2.1 (-2.4, -1.7)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Madison County,***,"1,469.1 (1,371.6, 1,571.6)","1 (1, 5)",177,stable,"2.3 (-5.3, 10.5)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Sunflower County,***,"1,379.6 (1,202.6, 1,575.2)","2 (1, 23)",45,stable,"0.2 (-0.4, 0.7)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Yazoo County,***,"1,333.5 (1,168.0, 1,515.7)","3 (1, 28)",48,stable,"4.7 (-0.2, 9.8)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Bolivar County,***,"1,231.4 (1,088.3, 1,388.2)","4 (1, 41)",56,stable,"-0.4 (-1.0, 0.2)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Wilkinson County,***,"1,208.5 (967.2, 1,491.6)","5 (1, 70)",18,stable,"0.1 (-0.8, 1.0)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Holmes County,***,"1,192.4 (1,007.9, 1,400.8)","6 (1, 58)",30,stable,"-0.4 (-1.3, 0.4)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Marshall County,***,"1,171.9 (1,046.9, 1,307.7)","7 (2, 46)",66,falling,"-1.2 (-1.9, -0.5)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
George County,***,"1,160.4 (991.9, 1,349.3)","8 (2, 61)",36,stable,"-0.7 (-1.5, 0.2)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Claiborne County,***,"1,156.2 (911.0, 1,446.8)","9 (1, 73)",16,stable,"-0.8 (-1.7, 0.2)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Covington County,***,"1,154.9 (989.2, 1,340.3)","10 (2, 61)",35,stable,"0.2 (-0.6, 1.0)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Panola County,***,"1,151.8 (1,022.0, 1,293.6)","11 (2, 51)",59,stable,"-0.5 (-1.2, 0.1)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Washington County,***,"1,124.6 (1,010.8, 1,247.7)","12 (3, 51)",74,stable,"-0.2 (-0.6, 0.3)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Leflore County,***,"1,120.4 (976.3, 1,279.7)","13 (2, 61)",44,stable,"-0.2 (-0.8, 0.3)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Harrison County,***,"1,115.4 (1,059.7, 1,173.3)","14 (6, 37)",308,falling,"-0.7 (-1.0, -0.4)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Yalobusha County,***,"1,107.4 (922.6, 1,318.5)","15 (2, 72)",26,stable,"-0.3 (-1.0, 0.5)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Stone County,***,"1,105.7 (928.7, 1,306.6)","16 (2, 69)",29,falling,"-1.0 (-1.9, -0.2)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Pearl River County,***,"1,105.6 (1,011.4, 1,206.3)","17 (4, 48)",105,falling,"-0.6 (-1.0, -0.3)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Lowndes County,***,"1,104.7 (1,008.1, 1,208.0)","18 (4, 51)",98,stable,"5.0 (-1.5, 12.0)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
DeSoto County,***,"1,096.8 (1,032.8, 1,163.7)","19 (7, 42)",228,falling,"-0.7 (-1.1, -0.4)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Adams County,***,"1,096.3 (975.5, 1,227.8)","20 (4, 58)",61,falling,"-0.7 (-1.2, -0.3)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Sharkey County,***,"1,092.3 (784.5, 1,480.4)","21 (1, 81)",9,falling,"-1.6 (-3.1, -0.1)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Lee County,***,"1,085.7 (1,002.5, 1,173.8)","22 (6, 50)",128,falling,"-4.0 (-6.6, -1.3)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Tunica County,***,"1,082.8 (824.3, 1,398.0)","23 (1, 80)",13,stable,"-1.0 (-2.0, 0.0)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Grenada County,***,"1,081.7 (931.6, 1,249.0)","24 (3, 67)",38,stable,"0.2 (-0.5, 1.0)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Montgomery County,***,"1,073.2 (880.7, 1,295.1)","25 (2, 76)",22,stable,"-0.5 (-1.3, 0.2)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Franklin County,***,"1,072.8 (848.6, 1,338.2)","26 (1, 79)",16,stable,"0.0 (-1.2, 1.2)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Quitman County,***,"1,071.8 (819.9, 1,376.6)","27 (1, 80)",12,falling,"-1.1 (-1.9, -0.2)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Jefferson County,***,"1,071.6 (815.4, 1,382.4)","28 (1, 80)",12,stable,"-0.6 (-2.0, 0.7)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Chickasaw County,***,"1,070.2 (905.6, 1,256.1)","29 (3, 72)",30,stable,"-0.3 (-1.1, 0.6)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Tippah County,***,"1,055.9 (905.9, 1,223.6)","30 (3, 71)",36,stable,"0.0 (-0.6, 0.7)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Tallahatchie County,***,"1,043.5 (853.0, 1,264.0)","31 (3, 77)",21,stable,"-0.3 (-1.0, 0.5)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Attala County,***,"1,039.4 (892.6, 1,203.4)","32 (4, 71)",36,stable,"-0.2 (-1.1, 0.6)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Jackson County,***,"1,027.7 (965.1, 1,093.2)","33 (14, 55)",208,falling,"-1.1 (-1.4, -0.9)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Leake County,***,"1,026.0 (879.0, 1,190.3)","34 (4, 73)",35,stable,"0.0 (-1.0, 0.9)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Forrest County,***,"1,024.1 (935.6, 1,118.7)","35 (10, 61)",100,falling,"-0.7 (-1.3, -0.2)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Lawrence County,***,"1,023.8 (835.2, 1,241.9)","36 (3, 79)",21,stable,"-0.4 (-1.4, 0.7)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Tate County,***,"1,020.8 (886.5, 1,169.5)","37 (5, 70)",43,stable,"-0.5 (-1.1, 0.1)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Clay County,***,"1,016.8 (868.5, 1,183.1)","38 (4, 75)",34,stable,"0.3 (-0.6, 1.2)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Union County,***,"1,015.9 (887.8, 1,157.3)","39 (6, 72)",46,stable,"-0.2 (-1.1, 0.6)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Tishomingo County,***,"1,009.8 (870.3, 1,165.3)","40 (5, 74)",38,falling,"-1.0 (-1.8, -0.3)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Lincoln County,***,"1,008.3 (892.0, 1,135.5)","41 (7, 69)",56,stable,"-0.8 (-1.5, 0.0)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Warren County,***,"993.6 (890.9, 1,105.0)","42 (9, 70)",70,falling,"-1.2 (-1.6, -0.7)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Copiah County,***,"987.3 (862.3, 1,125.2)","43 (8, 73)",46,falling,"-1.2 (-1.9, -0.5)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Pike County,***,"983.6 (876.2, 1,100.5)","44 (10, 71)",62,stable,"-0.5 (-1.2, 0.1)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Scott County,***,"974.2 (841.5, 1,121.9)","45 (8, 76)",39,stable,"-0.5 (-1.3, 0.2)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Humphreys County,***,"974.2 (750.1, 1,244.2)","46 (3, 81)",13,falling,"-3.1 (-5.1, -1.1)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Coahoma County,***,"959.3 (815.6, 1,121.2)","47 (6, 78)",32,stable,"-0.3 (-1.1, 0.5)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Perry County,***,"958.8 (777.6, 1,169.8)","48 (4, 81)",20,stable,"-0.1 (-1.5, 1.3)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Clarke County,***,"957.5 (807.0, 1,127.9)","49 (8, 78)",29,stable,"-0.1 (-0.9, 0.7)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Monroe County,***,"945.9 (843.9, 1,056.9)","50 (16, 75)",63,stable,"-0.5 (-1.1, 0.2)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Calhoun County,***,"934.8 (776.6, 1,115.6)","51 (7, 80)",25,stable,"-0.1 (-1.1, 0.9)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Lafayette County,***,"933.5 (826.3, 1,050.7)","52 (16, 76)",57,falling,"-1.0 (-1.7, -0.3)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Walthall County,***,"931.0 (774.8, 1,109.3)","53 (7, 80)",25,stable,"0.1 (-0.7, 0.9)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Hancock County,***,"920.8 (830.2, 1,018.5)","54 (27, 75)",78,falling,"-7.5 (-13.8, -0.7)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Neshoba County,***,"916.2 (792.4, 1,053.8)","55 (16, 79)",40,stable,"-0.4 (-1.0, 0.3)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Greene County,***,"913.2 (728.3, 1,130.6)","56 (5, 81)",17,falling,"-1.2 (-2.2, -0.3)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Noxubee County,***,"910.3 (717.0, 1,139.6)","57 (6, 81)",15,stable,"-0.7 (-1.9, 0.5)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Newton County,***,"904.5 (766.5, 1,060.1)","58 (12, 80)",31,falling,"-1.2 (-2.0, -0.3)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Alcorn County,***,"902.6 (801.1, 1,013.3)","59 (25, 77)",58,falling,"-2.4 (-3.8, -1.0)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Hinds County,***,"900.6 (853.4, 949.8)","60 (40, 71)",281,stable,"0.1 (-0.3, 0.5)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Pontotoc County,***,"899.9 (779.6, 1,033.4)","61 (18, 80)",41,falling,"-1.1 (-1.9, -0.2)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Jefferson Davis County,***,"893.5 (730.5, 1,082.1)","62 (8, 81)",21,stable,"-0.6 (-1.3, 0.1)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Webster County,***,"892.5 (699.4, 1,122.3)","63 (7, 81)",15,stable,"-0.5 (-1.5, 0.5)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Wayne County,***,"891.2 (752.6, 1,047.8)","64 (15, 81)",30,falling,"-1.1 (-1.8, -0.5)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Prentiss County,***,"885.8 (766.4, 1,018.5)","65 (23, 80)",40,stable,"-0.1 (-0.8, 0.7)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Jasper County,***,"880.5 (739.5, 1,040.5)","66 (18, 81)",28,stable,"-0.8 (-1.7, 0.1)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Jones County,***,"872.9 (795.8, 955.5)","67 (38, 77)",95,falling,"-1.1 (-1.5, -0.6)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Winston County,***,"870.4 (736.8, 1,021.1)","68 (17, 81)",30,stable,"-0.7 (-1.6, 0.3)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Itawamba County,***,"854.3 (730.3, 993.2)","69 (24, 81)",34,falling,"-0.8 (-1.4, -0.2)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Benton County,***,"848.1 (652.1, 1,084.6)","70 (7, 81)",13,stable,"-1.0 (-2.2, 0.3)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Amite County,***,"843.0 (696.0, 1,012.0)","71 (20, 81)",23,falling,"-2.6 (-3.8, -1.4)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Marion County,***,"836.0 (718.0, 967.7)","72 (31, 81)",37,falling,"-2.5 (-3.5, -1.5)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Oktibbeha County,***,"794.7 (691.7, 908.8)","73 (43, 81)",43,falling,"-1.1 (-1.8, -0.4)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Choctaw County,***,"772.8 (598.4, 982.0)","74 (24, 81)",13,stable,"-1.2 (-2.4, 0.1)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Carroll County,***,"768.3 (613.4, 950.6)","75 (31, 81)",17,stable,"-1.0 (-2.2, 0.2)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Lauderdale County,***,"765.3 (697.7, 837.7)","76 (60, 81)",96,falling,"-3.1 (-4.0, -2.1)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Rankin County,***,"755.1 (703.4, 809.7)","77 (65, 81)",162,falling,"-2.9 (-5.6, -0.1)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Lamar County,***,"751.1 (666.1, 843.8)","78 (58, 81)",58,falling,"-1.4 (-2.1, -0.8)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Simpson County,***,"746.8 (636.4, 870.8)","79 (48, 81)",33,stable,"-11.6 (-23.4, 2.0)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Smith County,***,"711.0 (581.6, 860.5)","80 (51, 81)",21,falling,"-5.6 (-9.1, -2.0)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Kemper County,***,"693.3 (538.9, 878.1)","81 (42, 81)",14,falling,"-1.4 (-2.3, -0.4)",Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Issaquena County,***,*,*,3 or fewer,*,*,Mississippi,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,,
Missouri,***,"16.0 (15.4, 16.6)",,576,falling,"-2.4 (-2.9, -2.0)",Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
United States,***,"15.1 (15.1, 15.2)",,30333,falling,"-1.9 (-2.0, -1.9)",Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Ray County,***,"29.0 (17.7, 45.0)","1 (1, 33)",4,stable,"1.4 (-0.5, 3.4)",Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Stoddard County,***,"26.8 (17.0, 40.3)","2 (1, 32)",5,stable,"-1.0 (-2.5, 0.5)",Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Clinton County,***,"26.5 (15.1, 43.0)","3 (1, 36)",3,*,*,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Dunklin County,***,"24.4 (15.1, 37.3)","4 (1, 35)",4,*,*,Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Laclede County,***,"23.5 (15.0, 34.9)","5 (1, 34)",5,stable,"-1.5 (-3.2, 0.2)",Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
Webster County,***,"23.0 (15.1, 33.4)","6 (1, 34)",5,falling,"-2.1 (-3.9, -0.2)",Missouri,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,,
