,County,Average Annual Count,Recent Trend,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Incidence Rate cases per 100,000",CI*Rank,Recent 5-Year Trend in Incidence Rates
32,Grant County  7,65,falling,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,284.6 ,31 ,-6.9 
33,Catron County  7,9,stable,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,213.7 ,32 ,-1.8 
34,Harding County  7,3 or fewer,*,New Mexico,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,*,*,*
2,Jefferson County  7,346,rising,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,639.6 ,1 ,3.4 
3,Niagara County  7,827,stable,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,615.2 ,2 ,-0.3 
4,Orleans County  7,155,stable,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,604.5 ,3 ,0.1 
5,Erie County  7,3226,falling,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,597.3 ,4 ,-1.3 
6,Chautauqua County  7,501,falling,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,587.2 ,5 ,-2.9 
7,Fulton County  7,204,stable,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,585.3 ,6 ,-0.6 
8,Suffolk County  7,4975,falling,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,583.7 ,7 ,-0.8 
9,Chemung County  7,311,falling,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,583.3 ,8 ,-0.7 
10,Saratoga County  7,801,falling,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,583.1 ,9 ,-0.6 
11,Cayuga County  7,294,stable,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,581.8 ,10 ,-0.3 
12,Montgomery County  7,177,stable,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,580.2 ,11 ,-0.6 
13,Seneca County  7,129,stable,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,575.4 ,12 ,5.9 
14,Wyoming County  7,149,stable,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,572.7 ,13 ,-0.8 
15,Onondaga County  7,1521,stable,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,571.7 ,14 ,0.0 
16,Oswego County  7,404,falling,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,570.9 ,15 ,-1.2 
17,Rensselaer County  7,527,falling,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,570.5 ,16 ,-1.1 
18,Ontario County  7,402,stable,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,568.9 ,17 ,4.2 
19,Herkimer County  7,240,falling,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,568.3 ,18 ,-0.7 
20,Cortland County  7,154,stable,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,567.5 ,19 ,-0.5 
21,Livingston County  7,224,stable,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,567.1 ,20 ,-0.9 
22,Albany County  7,964,falling,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,566.7 ,21 ,-0.5 
23,Oneida County  7,815,falling,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,566.6 ,22 ,-0.8 
24,Warren County  7,259,stable,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,566.4 ,23 ,-0.6 
25,Richmond County  7,1463,falling,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,565.0 ,24 ,-0.7 
26,Franklin County  7,177,falling,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,562.6 ,25 ,-1.4 
27,Washington County  7,230,stable,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,556.7 ,26 ,-0.8 
28,Allegany County  7,170,stable,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,556.2 ,27 ,-0.4 
29,Wayne County  7,326,stable,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,554.8 ,28 ,-0.6 
30,Genesee County  7,204,falling,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,552.1 ,29 ,-1.1 
31,Monroe County  7,2320,falling,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,551.7 ,30 ,-0.7 
32,Clinton County  7,271,falling,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,551.7 ,31 ,-1.2 
33,Schuyler County  7,70,stable,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,550.9 ,32 ,-0.6 
34,Hamilton County  7,25,falling,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,547.4 ,33 ,-2.4 
35,Nassau County  7,4386,falling,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,546.2 ,34 ,-1.4 
36,Cattaraugus County  7,272,falling,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,544.9 ,35 ,-0.7 
37,Madison County  7,244,falling,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,544.2 ,36 ,-2.5 
38,Greene County  7,191,falling,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,538.7 ,37 ,-1.3 
39,Chenango County  7,182,stable,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,537.3 ,38 ,-0.5 
40,St. Lawrence County  7,354,falling,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,535.2 ,39 ,-1.4 
41,Tioga County  7,178,falling,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,533.7 ,40 ,-1.1 
42,Broome County  7,643,stable,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,533.5 ,41 ,2.9 
43,Steuben County  7,341,falling,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,529.5 ,42 ,-1.1 
44,Orange County  7,1007,falling,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,528.3 ,43 ,-1.1 
45,Lewis County  7,92,falling,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,527.1 ,44 ,-1.6 
46,Rockland County  7,896,falling,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,524.7 ,45 ,-1.4 
47,Schenectady County  7,466,falling,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,521.0 ,46 ,-0.9 
48,Yates County  7,88,falling,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,520.6 ,47 ,-1.2 
49,Westchester County  7,2831,falling,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,519.7 ,48 ,-1.1 
50,Columbia County  7,241,falling,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,519.0 ,49 ,-1.0 
51,Otsego County  7,203,stable,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,513.6 ,50 ,-0.3 
52,Putnam County  7,315,falling,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,513.0 ,51 ,-1.6 
53,Bronx County  7,3100,falling,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,505.2 ,52 ,-2.1 
54,Dutchess County  7,906,falling,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,501.5 ,53 ,-1.2 
55,Ulster County  7,587,falling,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,499.8 ,54 ,-1.5 
56,Schoharie County  7,114,stable,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,495.2 ,55 ,-0.4 
57,Kings County  7,5759,falling,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,487.8 ,56 ,-1.6 
58,New York County  7,4126,falling,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,486.1 ,57 ,-1.9 
59,Essex County  7,141,falling,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,482.0 ,58 ,-1.4 
60,Delaware County  7,168,falling,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,473.8 ,59 ,-1.2 
61,Sullivan County  7,237,falling,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,466.2 ,60 ,-1.4 
62,Queens County  7,5456,falling,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,453.5 ,61 ,-2.2 
63,Tompkins County  7,222,stable,New York,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,451.2 ,62 ,3.3 
2,Wyoming County  7,136,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,541.0 ,1 ,0.8 
3,Chenango County  7,183,rising,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,540.7 ,2 ,1.5 
4,Schuyler County  7,70,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,536.7 ,3 ,0.6 
5,Warren County  7,259,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,522.4 ,4 ,0.5 
6,Oswego County  7,383,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,520.7 ,5 ,0.4 
7,Hamilton County  7,21,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,515.7 ,6 ,0.8 
8,Jefferson County  7,307,rising,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,514.6 ,7 ,1.0 
9,Fulton County  7,198,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,514.0 ,8 ,0.4 
10,Chemung County  7,298,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,507.9 ,9 ,0.4 
11,Erie County  7,3233,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,506.4 ,10 ,-0.3 
12,Niagara County  7,759,rising,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,506.1 ,11 ,0.3 
13,Cortland County  7,148,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,504.1 ,12 ,0.4 
14,Richmond County  7,1536,rising,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,501.8 ,13 ,0.7 
15,Putnam County  7,329,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,500.5 ,14 ,-0.4 
16,Orleans County  7,138,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,498.6 ,15 ,0.8 
17,Albany County  7,993,rising,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,496.4 ,16 ,0.7 
18,Suffolk County  7,4878,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,496.0 ,17 ,-0.3 
19,Seneca County  7,113,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,495.7 ,18 ,0.3 
20,Clinton County  7,252,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,493.8 ,19 ,0.7 
21,Greene County  7,169,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,491.5 ,20 ,0.2 
22,Montgomery County  7,171,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,491.3 ,21 ,0.4 
23,Wayne County  7,309,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,490.0 ,22 ,0.5 
24,Rensselaer County  7,513,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,489.5 ,23 ,-3.2 
25,Saratoga County  7,744,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,486.5 ,24 ,0.1 
26,Chautauqua County  7,440,rising,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,486.4 ,25 ,0.5 
27,Broome County  7,644,rising,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,484.8 ,26 ,0.7 
28,Schenectady County  7,506,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,484.8 ,27 ,0.5 
29,Genesee County  7,196,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,483.1 ,28 ,0.2 
30,Tioga County  7,166,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,482.0 ,29 ,0.6 
31,Onondaga County  7,1484,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,481.8 ,30 ,0.2 
32,Columbia County  7,226,rising,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,481.2 ,31 ,0.5 
33,Nassau County  7,4504,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,481.2 ,32 ,0.1 
34,Oneida County  7,750,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,480.6 ,33 ,0.0 
35,Yates County  7,81,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,480.3 ,34 ,0.4 
36,Orange County  7,1030,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,479.9 ,35 ,-0.1 
37,Lewis County  7,84,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,479.7 ,36 ,1.0 
38,Herkimer County  7,216,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,478.8 ,37 ,0.3 
39,Delaware County  7,166,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,478.5 ,38 ,0.0 
40,Cayuga County  7,255,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,476.8 ,39 ,0.1 
41,Washington County  7,203,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,475.7 ,40 ,0.2 
42,Monroe County  7,2350,rising,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,475.1 ,41 ,0.4 
43,Otsego County  7,200,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,474.1 ,42 ,0.8 
44,Ontario County  7,375,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,473.7 ,43 ,0.5 
45,Cattaraugus County  7,249,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,467.8 ,44 ,0.1 
46,Allegany County  7,141,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,463.5 ,45 ,0.3 
47,Sullivan County  7,223,falling,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,451.6 ,46 ,-0.7 
48,Steuben County  7,301,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,450.6 ,47 ,-0.5 
49,Madison County  7,211,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,449.9 ,48 ,0.0 
50,Rockland County  7,889,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,449.5 ,49 ,-0.3 
51,Westchester County  7,2950,falling,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,449.0 ,50 ,-0.6 
52,Dutchess County  7,874,falling,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,447.5 ,51 ,-4.0 
53,Ulster County  7,565,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,443.4 ,52 ,-0.4 
54,Franklin County  7,136,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,442.2 ,53 ,-0.8 
55,Livingston County  7,185,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,442.1 ,54 ,-0.2 
56,St. Lawrence County  7,306,falling,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,438.0 ,55 ,-0.8 
57,New York County  7,4515,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,430.1 ,56 ,-0.1 
58,Schoharie County  7,99,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,429.1 ,57 ,-0.3 
59,Essex County  7,127,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,424.8 ,58 ,-0.5 
60,Tompkins County  7,234,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,416.8 ,59 ,-0.1 
61,Kings County  7,6324,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,414.4 ,60 ,-0.3 
62,Queens County  7,5887,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,404.7 ,61 ,0.1 
63,Bronx County  7,3317,stable,New York,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,401.1 ,62 ,0.0 
2,Swain County  6,56,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,623.8 ,1 ,1.6 
3,Granville County  6,218,falling,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,606.7 ,2 ,-2.3 
4,Onslow County  6,379,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,590.7 ,3 ,-0.2 
5,Craven County  6,356,falling,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,583.6 ,4 ,-0.9 
6,Pamlico County  6,65,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,583.5 ,5 ,-0.7 
7,McDowell County  6,174,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,574.8 ,6 ,0.0 
8,Haywood County  6,257,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,568.7 ,7 ,0.3 
9,Randolph County  6,492,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,568.2 ,8 ,-0.2 
10,Lee County  6,189,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,565.2 ,9 ,-0.7 
11,Greene County  6,68,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,564.8 ,10 ,-1.0 
12,Stanly County  6,216,falling,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,564.1 ,11 ,-1.3 
13,Rowan County  6,470,falling,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,564.0 ,12 ,-1.0 
14,Caswell County  6,92,falling,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,564.0 ,13 ,-1.0 
15,Rockingham County  6,342,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,562.3 ,14 ,-0.6 
16,Lenoir County  6,199,falling,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,560.0 ,15 ,-2.1 
17,Surry County  6,262,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,556.2 ,16 ,-0.6 
18,Burke County  6,327,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,555.6 ,17 ,-0.5 
19,Franklin County  6,209,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,554.6 ,18 ,2.4 
20,Cleveland County  6,326,falling,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,553.2 ,19 ,-1.9 
21,Halifax County  6,183,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,551.3 ,20 ,-0.3 
22,Wayne County  6,367,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,550.1 ,21 ,0.3 
23,Lincoln County  6,278,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,548.7 ,22 ,-0.9 
24,Gaston County  6,643,falling,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,544.9 ,23 ,-1.2 
25,Harnett County  6,319,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,543.5 ,24 ,-0.6 
26,Guilford County  6,1441,falling,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,542.0 ,25 ,-1.2 
27,Johnston County  6,500,falling,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,540.8 ,26 ,-0.8 
28,Rutherford County  6,247,falling,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,540.5 ,27 ,-0.8 
29,Anson County  6,85,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,539.9 ,28 ,0.8 
30,Tyrrell County  6,15,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,539.7 ,29 ,2.6 
31,Alamance County  6,480,falling,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,535.5 ,30 ,-1.0 
32,Stokes County  6,169,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,533.6 ,31 ,0.5 
33,Cabarrus County  6,515,falling,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,533.6 ,32 ,-1.8 
34,Davidson County  6,538,stable,North Carolina,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,532.0 ,33 ,-0.6 
