,County,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate†deaths per 100,000(95% Confidence Interval)",CI*Rank&fork;(95% Confidence Interval),Average Annual Count,Recent Trend,Recent 5-Year Trend‡ in Death Rates(95% Confidence Interval),State,Cancer,Race/Ethnicity,Sex,Age,Borough Or Census Area,Parish
79,Dickinson County,***,"119.3 (98.7, 143.7)","78 (20, 82)",27,falling,"-1.3 (-1.9, -0.6)",Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
80,Benzie County,***,"118.8 (94.1, 149.4)","79 (10, 82)",19,falling,"-1.3 (-2.1, -0.4)",Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
81,Antrim County,***,"117.5 (96.6, 142.8)","80 (21, 82)",26,falling,"-1.8 (-2.7, -0.9)",Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
82,Ottawa County,***,"113.3 (106.2, 120.7)","81 (70, 82)",199,falling,"-1.0 (-1.3, -0.7)",Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
83,Leelanau County,***,"107.8 (87.2, 133.3)","82 (43, 82)",24,falling,"-2.1 (-3.1, -1.1)",Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
84,Keweenaw County,***,*,*,3 or fewer,*,*,Michigan,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
0,Minnesota,***,"173.9 (171.8, 176.1)",,5234,falling,"-1.9 (-2.1, -1.6)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
1,United States,***,"181.4 (181.1, 181.7)",,314987,falling,"-2.3 (-2.6, -2.0)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
2,Mille Lacs County,***,"234.8 (201.6, 272.2)","1 (1, 46)",37,stable,"-0.4 (-1.2, 0.4)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
3,Wilkin County,***,"230.5 (171.0, 306.3)","2 (1, 84)",10,stable,"-1.5 (-3.2, 0.2)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
4,Norman County,***,"227.5 (172.1, 298.1)","3 (1, 83)",12,stable,"-0.5 (-1.8, 0.8)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
5,Mahnomen County,***,"224.3 (158.1, 310.9)","4 (1, 87)",8,stable,"-0.3 (-1.5, 1.0)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
6,Wadena County,***,"223.8 (183.5, 271.4)","5 (1, 67)",22,stable,"-0.6 (-1.5, 0.3)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
7,Big Stone County,***,"219.6 (156.8, 303.6)","6 (1, 86)",10,falling,"-1.4 (-2.3, -0.5)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
8,Brown County,***,"213.9 (184.2, 247.7)","7 (1, 64)",39,stable,"-0.4 (-1.3, 0.5)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
9,Swift County,***,"213.6 (166.6, 271.3)","8 (1, 84)",15,stable,"-1.1 (-2.1, 0.0)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
10,Polk County,***,"212.4 (183.4, 244.8)","9 (1, 64)",40,falling,"-1.1 (-1.8, -0.3)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
11,Traverse County,***,"211.6 (144.8, 307.7)","10 (1, 87)",7,stable,"-0.3 (-1.9, 1.4)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
12,Pipestone County,***,"209.9 (162.5, 268.7)","11 (1, 84)",14,stable,"-1.0 (-2.4, 0.4)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
13,Le Sueur County,***,"209.8 (178.7, 244.9)","12 (1, 70)",34,stable,"-0.8 (-1.6, 0.0)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
14,Sibley County,***,"206.4 (166.4, 253.6)","13 (1, 83)",19,stable,"-0.2 (-1.2, 0.7)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
15,Chippewa County,***,"205.5 (163.4, 256.1)","14 (1, 83)",18,stable,"-0.5 (-1.5, 0.5)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
16,Martin County,***,"204.7 (173.4, 240.9)","15 (1, 75)",32,stable,"-0.5 (-1.4, 0.4)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
17,Pine County,***,"204.4 (177.7, 234.3)","16 (2, 67)",44,falling,"-1.2 (-2.0, -0.3)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
18,Red Lake County,***,"201.8 (129.5, 302.4)","17 (1, 87)",5,stable,"-1.2 (-2.7, 0.3)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
19,Itasca County,***,"201.5 (180.2, 224.9)","18 (2, 60)",70,falling,"-1.3 (-1.9, -0.7)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
20,Crow Wing County,***,"200.2 (182.0, 220.0)","19 (5, 58)",94,falling,"-1.0 (-1.5, -0.6)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
21,Goodhue County,***,"200.0 (177.7, 224.5)","20 (3, 65)",61,stable,"-0.5 (-1.1, 0.0)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
22,Cass County,***,"199.5 (174.5, 227.7)","21 (3, 70)",51,falling,"-0.9 (-1.4, -0.4)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
23,St. Louis County,***,"196.8 (185.7, 208.4)","22 (9, 48)",252,falling,"-1.1 (-1.4, -0.8)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
24,Yellow Medicine County,***,"195.9 (151.7, 250.4)","23 (1, 86)",14,stable,"-1.2 (-2.3, 0.0)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
25,Morrison County,***,"195.7 (170.4, 224.1)","24 (3, 74)",45,falling,"-1.0 (-1.5, -0.4)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
26,Faribault County,***,"195.5 (157.7, 240.7)","25 (1, 84)",20,stable,"-0.5 (-1.4, 0.4)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
27,Clearwater County,***,"195.4 (148.4, 253.9)","26 (1, 86)",12,falling,"-1.5 (-2.7, -0.2)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
28,Grant County,***,"194.8 (140.9, 265.8)","27 (1, 87)",9,falling,"-1.8 (-2.9, -0.6)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
29,Carlton County,***,"194.7 (168.6, 223.8)","28 (3, 78)",42,falling,"-0.9 (-1.6, -0.1)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
30,Cook County,***,"192.5 (135.2, 270.8)","29 (1, 87)",8,stable,"1.5 (-1.0, 4.1)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
31,Renville County,***,"191.2 (155.4, 233.8)","30 (1, 85)",21,falling,"-1.2 (-2.0, -0.4)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
32,Rock County,***,"188.1 (143.5, 243.8)","31 (1, 87)",12,stable,"-0.6 (-1.7, 0.6)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
33,Dodge County,***,"187.8 (152.5, 229.0)","32 (2, 86)",20,falling,"-1.5 (-2.5, -0.4)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
34,Becker County,***,"187.6 (163.3, 215.0)","33 (5, 79)",45,falling,"-1.0 (-1.7, -0.4)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
35,Jackson County,***,"187.4 (146.0, 238.7)","34 (1, 87)",15,stable,"-0.5 (-1.7, 0.7)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
36,Fillmore County,***,"186.7 (155.7, 222.5)","35 (3, 84)",27,falling,"-0.8 (-1.6, -0.1)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
37,Douglas County,***,"186.3 (164.0, 211.1)","36 (6, 78)",53,falling,"-0.9 (-1.5, -0.3)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
38,Hubbard County,***,"186.2 (157.4, 219.6)","37 (4, 83)",33,falling,"-1.2 (-2.1, -0.3)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
39,Nobles County,***,"185.9 (153.8, 222.9)","38 (2, 85)",24,falling,"-1.5 (-2.4, -0.7)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
40,Lincoln County,***,"185.6 (131.5, 257.9)","39 (1, 87)",9,falling,"-2.0 (-3.5, -0.5)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
41,Lyon County,***,"185.3 (154.5, 220.7)","40 (2, 84)",26,falling,"-2.1 (-3.1, -1.1)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
42,Isanti County,***,"184.4 (159.4, 212.3)","41 (4, 82)",41,falling,"-0.8 (-1.5, -0.1)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
43,Freeborn County,***,"184.2 (159.5, 212.1)","42 (5, 82)",42,falling,"-1.1 (-1.6, -0.6)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
44,Aitkin County,***,"183.6 (155.1, 218.4)","43 (4, 84)",33,falling,"-1.8 (-2.6, -1.0)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
45,Winona County,***,"181.8 (159.9, 206.1)","44 (8, 81)",53,falling,"-1.4 (-2.0, -0.9)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
46,Blue Earth County,***,"181.8 (160.7, 204.8)","45 (9, 79)",56,falling,"-1.1 (-1.6, -0.6)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
47,Sherburne County,***,"181.7 (162.1, 202.8)","46 (10, 79)",71,falling,"-1.6 (-2.2, -1.0)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
48,Mower County,***,"180.9 (157.8, 206.6)","47 (8, 82)",46,falling,"-1.4 (-2.1, -0.7)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
49,Meeker County,***,"180.5 (151.7, 213.7)","48 (5, 85)",29,falling,"-1.1 (-1.9, -0.3)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
50,Benton County,***,"177.6 (151.8, 206.6)","49 (7, 84)",35,falling,"-2.2 (-2.9, -1.4)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
51,Stearns County,***,"176.0 (163.3, 189.4)","50 (20, 74)",147,falling,"-1.2 (-1.6, -0.8)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
52,Anoka County,***,"174.8 (165.5, 184.5)","51 (30, 71)",293,falling,"-1.6 (-1.9, -1.2)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
53,Chisago County,***,"174.3 (153.2, 197.6)","52 (14, 83)",52,falling,"-2.1 (-2.9, -1.3)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
54,Nicollet County,***,"173.8 (147.7, 203.4)","53 (9, 85)",33,falling,"-1.4 (-2.3, -0.5)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
55,Lake of the Woods County,***,"173.6 (109.6, 267.6)","54 (1, 87)",5,stable,"-0.8 (-2.7, 1.2)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
56,Ramsey County,***,"173.5 (166.2, 181.1)","55 (33, 70)",442,falling,"-2.5 (-3.0, -1.9)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
57,Cottonwood County,***,"173.1 (135.8, 219.1)","56 (3, 87)",16,stable,"-0.9 (-1.8, 0.1)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
58,Wright County,***,"172.1 (157.1, 188.1)","57 (22, 80)",104,falling,"-1.5 (-2.1, -1.0)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
59,Lake County,***,"171.8 (136.9, 215.4)","58 (4, 87)",18,falling,"-1.7 (-2.8, -0.6)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
60,Clay County,***,"171.7 (151.0, 194.3)","59 (16, 84)",52,falling,"-1.2 (-2.0, -0.5)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
61,Beltrami County,***,"171.6 (149.0, 196.9)","60 (12, 85)",43,falling,"-1.2 (-1.9, -0.6)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
62,Stevens County,***,"171.1 (125.4, 229.0)","61 (1, 87)",10,stable,"-0.7 (-1.7, 0.3)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
63,Wabasha County,***,"171.1 (143.8, 202.9)","62 (9, 86)",28,falling,"-1.4 (-2.2, -0.6)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
64,Kanabec County,***,"169.3 (136.4, 208.6)","63 (7, 87)",20,falling,"-1.5 (-2.8, -0.3)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
65,Todd County,***,"166.8 (140.9, 196.6)","64 (13, 86)",31,falling,"-1.5 (-2.3, -0.8)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
66,Hennepin County,***,"166.7 (161.9, 171.5)","65 (46, 74)",988,falling,"-1.8 (-1.9, -1.7)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
67,Washington County,***,"166.4 (156.2, 177.1)","66 (37, 79)",213,falling,"-1.8 (-2.2, -1.4)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
68,Otter Tail County,***,"164.2 (147.7, 182.4)","67 (29, 85)",78,falling,"-1.3 (-1.9, -0.7)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
69,Koochiching County,***,"159.8 (127.2, 200.5)","68 (8, 87)",18,falling,"-1.5 (-2.8, -0.1)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
70,Houston County,***,"159.7 (130.0, 195.1)","69 (10, 87)",22,falling,"-1.6 (-2.4, -0.8)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
71,Dakota County,***,"159.6 (151.5, 167.9)","70 (51, 82)",317,falling,"-1.7 (-2.0, -1.4)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
72,Scott County,***,"159.3 (144.2, 175.5)","71 (36, 85)",90,falling,"-1.9 (-2.5, -1.3)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
73,Marshall County,***,"158.9 (120.3, 207.9)","72 (6, 87)",12,falling,"-1.9 (-3.0, -0.8)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
74,McLeod County,***,"158.7 (136.3, 184.0)","73 (24, 87)",37,falling,"-1.3 (-2.1, -0.5)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
75,Rice County,***,"158.6 (140.2, 178.7)","74 (30, 86)",56,falling,"-2.3 (-2.9, -1.7)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
76,Kandiyohi County,***,"157.1 (136.0, 180.6)","75 (29, 87)",41,falling,"-1.3 (-2.0, -0.7)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
77,Redwood County,***,"156.4 (125.5, 193.8)","76 (12, 87)",18,falling,"-1.4 (-2.4, -0.4)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
78,Murray County,***,"155.4 (115.7, 207.2)","77 (6, 87)",11,stable,"-1.2 (-2.7, 0.3)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
79,Waseca County,***,"155.1 (123.4, 193.0)","78 (12, 87)",17,falling,"-2.4 (-3.2, -1.5)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
80,Steele County,***,"154.9 (132.3, 180.4)","79 (27, 87)",35,falling,"-2.0 (-2.6, -1.4)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
81,Pope County,***,"152.0 (116.2, 196.9)","80 (10, 87)",13,falling,"-1.1 (-2.1, -0.1)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
82,Carver County,***,"151.3 (134.6, 169.5)","81 (43, 87)",66,falling,"-2.1 (-2.7, -1.4)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
83,Pennington County,***,"151.0 (115.9, 193.9)","82 (12, 87)",13,falling,"-1.8 (-2.8, -0.8)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
84,Olmsted County,***,"149.5 (137.8, 162.1)","83 (56, 86)",122,falling,"-2.2 (-2.6, -1.8)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
85,Watonwan County,***,"147.9 (110.9, 194.5)","84 (11, 87)",12,falling,"-1.4 (-2.7, -0.2)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
86,Kittson County,***,"143.9 (91.2, 221.9)","85 (2, 87)",5,stable,"-1.6 (-3.1, 0.0)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
87,Roseau County,***,"141.3 (108.5, 181.3)","86 (21, 87)",13,falling,"-1.4 (-2.4, -0.4)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
88,Lac qui Parle County,***,"118.7 (83.7, 168.4)","87 (40, 87)",8,falling,"-3.0 (-3.9, -2.0)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,,
0,Minnesota,***,"127.3 (125.6, 129.0)",,4692,falling,"-1.4 (-1.6, -1.2)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
1,United States,***,"131.1 (130.9, 131.3)",,283394,falling,"-1.9 (-2.1, -1.6)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
2,Mahnomen County,***,"175.3 (120.8, 249.1)","1 (1, 84)",7,stable,"-0.7 (-2.2, 0.8)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
3,Wadena County,***,"164.7 (130.0, 206.8)","2 (1, 74)",19,stable,"0.6 (-0.6, 1.8)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
4,Lincoln County,***,"161.1 (112.6, 227.9)","3 (1, 86)",9,falling,"-1.7 (-3.1, -0.2)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
5,Chippewa County,***,"160.2 (125.6, 202.9)","4 (1, 76)",17,rising,"1.6 (0.6, 2.5)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
6,Lac qui Parle County,***,"159.2 (112.5, 222.7)","5 (1, 86)",10,stable,"0.2 (-1.5, 2.0)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
7,Koochiching County,***,"155.8 (124.2, 195.4)","6 (1, 75)",19,stable,"-0.8 (-1.8, 0.1)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
8,Sibley County,***,"153.9 (122.0, 192.7)","7 (1, 79)",18,stable,"-0.4 (-1.5, 0.8)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
9,Itasca County,***,"151.5 (133.5, 171.7)","8 (1, 55)",58,falling,"-1.1 (-1.6, -0.6)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
10,Faribault County,***,"150.0 (119.7, 187.3)","9 (1, 80)",20,stable,"0.1 (-0.8, 1.1)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
11,Watonwan County,***,"148.3 (110.9, 195.3)","10 (1, 85)",12,stable,"-0.6 (-1.9, 0.7)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
12,Mille Lacs County,***,"147.9 (123.8, 175.8)","11 (1, 75)",28,stable,"-0.9 (-1.8, 0.0)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
13,Martin County,***,"147.1 (120.9, 178.2)","12 (1, 77)",27,stable,"-0.3 (-1.2, 0.6)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
14,Pennington County,***,"146.8 (114.7, 186.1)","13 (1, 82)",16,stable,"0.0 (-1.3, 1.3)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
15,Wilkin County,***,"144.5 (98.5, 207.8)","14 (1, 87)",7,stable,"0.2 (-1.5, 2.0)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
16,Kittson County,***,"143.8 (91.6, 221.5)","15 (1, 87)",6,stable,"-0.5 (-2.3, 1.4)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
17,Kandiyohi County,***,"143.4 (124.0, 165.2)","16 (2, 72)",44,falling,"-0.8 (-1.5, -0.1)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
18,Waseca County,***,"143.3 (115.6, 176.2)","17 (1, 82)",20,stable,"-0.1 (-1.2, 1.0)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
19,Clay County,***,"141.6 (124.0, 161.0)","18 (3, 72)",50,stable,"0.3 (-0.5, 1.0)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
20,Chisago County,***,"141.4 (124.0, 160.8)","19 (2, 70)",49,falling,"-1.8 (-2.5, -1.1)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
21,Polk County,***,"141.2 (119.8, 165.8)","20 (1, 76)",35,stable,"-3.6 (-25.7, 25.3)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
22,Clearwater County,***,"140.5 (102.8, 189.7)","21 (1, 87)",10,stable,"0.3 (-1.1, 1.7)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
23,Winona County,***,"139.6 (121.4, 160.1)","22 (3, 74)",47,falling,"-0.7 (-1.3, -0.1)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
24,Lyon County,***,"139.3 (114.6, 168.0)","23 (1, 81)",25,stable,"0.3 (-0.7, 1.2)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
25,Rock County,***,"138.5 (103.3, 184.0)","24 (1, 86)",12,stable,"-0.6 (-2.0, 0.7)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
26,Douglas County,***,"138.2 (118.9, 160.1)","25 (3, 77)",44,stable,"-0.2 (-0.9, 0.5)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
27,Mower County,***,"137.1 (118.4, 158.3)","26 (3, 77)",44,falling,"-0.8 (-1.5, -0.1)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
28,Rice County,***,"135.7 (119.8, 153.3)","27 (4, 72)",56,stable,"-0.5 (-1.0, 0.1)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
29,Isanti County,***,"135.7 (116.0, 158.1)","28 (3, 80)",35,stable,"0.0 (-0.9, 0.9)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
30,St. Louis County,***,"134.8 (126.4, 143.8)","29 (12, 60)",208,falling,"-0.9 (-1.2, -0.6)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
31,Anoka County,***,"134.8 (127.6, 142.3)","30 (14, 58)",276,falling,"-1.0 (-1.8, -0.1)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
32,Aitkin County,***,"134.4 (107.0, 168.8)","31 (1, 85)",22,falling,"-1.1 (-1.9, -0.2)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
33,Red Lake County,***,"133.5 (79.7, 215.3)","32 (1, 87)",4,*,*,Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
34,Beltrami County,***,"133.4 (114.7, 154.4)","33 (4, 81)",39,falling,"-1.1 (-1.9, -0.3)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
35,Meeker County,***,"132.8 (109.5, 160.3)","34 (2, 83)",25,falling,"-1.0 (-1.5, -0.4)",Minnesota ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,,
