Expand,Discipline ,MUA/P ID ,Service Area Name ,Designation Type ,Primary State Name ,County ,Index of Medical Underservice Score ,Status ,Rural Status ,Designation Date ,Update Date 
,Primary Care,02454,BEAUFORT SERVICE AREA,Medically Underserved Area,North Carolina,"Beaufort County, NC",46.0,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,02455,BERTIE SERVICE AREA,Medically Underserved Area,North Carolina,"Bertie County, NC",36.3,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,02456,BLADEN SERVICE AREA,Medically Underserved Area,North Carolina,"Bladen County, NC",37.7,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,02457,BRUNSWICK SERVICE AREA,Medically Underserved Area,North Carolina,"Brunswick County, NC",52.9,Designated,Partially Rural,11/01/1978,11/01/1978
,Primary Care,02529,Buncombe Service Area,Medically Underserved Area,North Carolina,"Buncombe County, NC",50.8,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,02542,Buncombe Service Area,Medically Underserved Area,North Carolina,"Buncombe County, NC",51.6,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,02530,Cabarrus Service Area,Medically Underserved Area,North Carolina,"Cabarrus County, NC",59.0,Designated,Non-Rural,07/05/1994,07/05/1994
,Primary Care,02543,Cabarrus Service Area,Medically Underserved Area,North Carolina,"Cabarrus County, NC",61.9,Designated,Non-Rural,07/05/1994,07/05/1994
,Primary Care,02458,CALDWELL SERVICE AREA,Medically Underserved Area,North Carolina,"Caldwell County, NC",56.2,Designated,Non-Rural,11/01/1978,11/01/1978
,Primary Care,02459,CAMDEN SERVICE AREA,Medically Underserved Area,North Carolina,"Camden County, NC",45.4,Designated,Non-Rural,11/01/1978,11/01/1978
,Primary Care,02460,CARTERET SERVICE AREA,Medically Underserved Area,North Carolina,"Carteret County, NC",59.7,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,02555,Cashiers Service Area,Medically Underserved Area,North Carolina,"Jackson County, NC",56.3,Designated,Rural,05/12/1994,05/12/1994
,Primary Care,02461,CASWELL SERVICE AREA,Medically Underserved Area,North Carolina,"Caswell County, NC",43.1,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,02462,CHATHAM SERVICE AREA,Medically Underserved Area,North Carolina,"Chatham County, NC",57.6,Designated,Partially Rural,11/01/1978,11/01/1978
,Primary Care,02463,CHEROKEE SERVICE AREA,Medically Underserved Area,North Carolina,"Cherokee County, NC",52.5,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,02464,CLAY SERVICE AREA,Medically Underserved Area,North Carolina,"Clay County, NC",30.9,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,02465,CLEVELAND SERVICE AREA,Medically Underserved Area,North Carolina,"Cleveland County, NC",57.7,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,02466,COLUMBUS SERVICE AREA,Medically Underserved Area,North Carolina,"Columbus County, NC",41.8,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,02467,CRAVEN SERVICE AREA,Medically Underserved Area,North Carolina,"Craven County, NC",61.7,Designated,Partially Rural,11/01/1978,11/01/1978
,Primary Care,02531,Cumberland Service Area,Medically Underserved Area,North Carolina,"Cumberland County, NC",49.2,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,02532,Cumberland Service Area,Medically Underserved Area,North Carolina,"Cumberland County, NC",48.9,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,02533,Cumberland Service Area,Medically Underserved Area,North Carolina,"Cumberland County, NC",59.2,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,02534,Cumberland Service Area,Medically Underserved Area,North Carolina,"Cumberland County, NC",53.0,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,02468,CURRITUCK SERVICE AREA,Medically Underserved Area,North Carolina,"Currituck County, NC",58.4,Designated,Partially Rural,11/01/1978,11/01/1978
,Primary Care,02469,DARE SERVICE AREA,Medically Underserved Area,North Carolina,"Dare County, NC",57.2,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,02544,Davidson Service Area,Medically Underserved Area,North Carolina,"Davidson County, NC",44.8,Designated,Non-Rural,07/05/1994,07/05/1994
,Primary Care,02470,DAVIE SERVICE AREA,Medically Underserved Area,North Carolina,"Davie County, NC",61.8,Designated,Partially Rural,11/01/1978,11/01/1978
,Primary Care,02551,Dobson Service Area,Medically Underserved Area,North Carolina,"Surry County, NC",54.6,Designated,Rural,05/12/1994,05/12/1994
,Primary Care,02471,DUPLIN SERVICE AREA,Medically Underserved Area,North Carolina,"Duplin County, NC",45.9,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,02520,Durham Service Area,Medically Underserved Area,North Carolina,"Durham County, NC",55.0,Designated,Non-Rural,01/13/1982,05/04/1994
,Primary Care,02524,Eagle Mills Service Area,Medically Underserved Area,North Carolina,"Iredell County, NC",50.1,Designated,Non-Rural,05/04/1994,05/04/1994
,Primary Care,02472,EDGECOMBE SERVICE AREA,Medically Underserved Area,North Carolina,"Edgecombe County, NC",46.1,Designated,Partially Rural,05/11/1982,05/11/1982
,Primary Care,02526,Forsyth Service Area,Medically Underserved Area,North Carolina,"Forsyth County, NC",55.8,Designated,Non-Rural,07/05/1994,07/05/1994
,Primary Care,02473,Franklin Service Area,Medically Underserved Area,North Carolina,"Franklin County, NC",41.0,Designated,Partially Rural,11/01/1978,11/01/1978
,Primary Care,04050,Gaston  Service Area,Medically Underserved Area,North Carolina,"Gaston County, NC",61.3,Designated,Non-Rural,07/05/1994,07/05/1994
,Primary Care,02474,GATES SERVICE AREA,Medically Underserved Area,North Carolina,"Gates County, NC",35.0,Designated,Non-Rural,11/01/1978,11/01/1978
,Primary Care,02548,Gloucester Service Area,Medically Underserved Area,North Carolina,"Transylvania County, NC",0.0,Designated,Rural,05/12/1994,05/12/1994
,Primary Care,1378850252,Graham,Medically Underserved Area,North Carolina,"Graham County, NC",56.5,Designated,Rural,10/20/2016,10/20/2016
,Primary Care,02475,GRANVILLE SERVICE AREA,Medically Underserved Area,North Carolina,"Granville County, NC",41.5,Designated,Partially Rural,11/01/1978,11/01/1978
,Primary Care,02476,Greene Service Area,Medically Underserved Area,North Carolina,"Greene County, NC",24.4,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,02527,Guilford Service Area,Medically Underserved Area,North Carolina,"Guilford County, NC",54.3,Designated,Non-Rural,07/05/1994,07/05/1994
,Primary Care,02528,Guilford Service Area,Medically Underserved Area,North Carolina,"Guilford County, NC",53.9,Designated,Non-Rural,07/05/1994,07/05/1994
,Primary Care,02477,HALIFAX SERVICE AREA,Medically Underserved Area,North Carolina,"Halifax County, NC",34.5,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,02478,HARNETT SERVICE AREA,Medically Underserved Area,North Carolina,"Harnett County, NC",47.9,Designated,Partially Rural,11/01/1978,11/01/1978
,Primary Care,02550,Harris Service Area,Medically Underserved Area,North Carolina,"Stanly County, NC",60.9,Designated,Rural,05/12/1994,05/12/1994
,Primary Care,02479,HERTFORD SERVICE AREA,Medically Underserved Area,North Carolina,"Hertford County, NC",46.8,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,02480,HOKE SERVICE AREA,Medically Underserved Area,North Carolina,"Hoke County, NC",42.9,Designated,Partially Rural,11/01/1978,11/01/1978
,Primary Care,02540,Howards Creek Service Area,Medically Underserved Area,North Carolina,"Lincoln County, NC",61.2,Designated,Partially Rural,05/12/1994,05/12/1994
,Primary Care,02481,HYDE SERVICE AREA,Medically Underserved Area,North Carolina,"Hyde County, NC",24.2,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,02482,JOHNSTON SERVICE AREA,Medically Underserved Area,North Carolina,"Johnston County, NC",46.3,Designated,Partially Rural,11/01/1978,11/01/1978
,Primary Care,02483,JONES SERVICE AREA,Medically Underserved Area,North Carolina,"Jones County, NC",38.6,Designated,Partially Rural,11/01/1978,11/01/1978
,Primary Care,02484,LENOIR SERVICE AREA,Medically Underserved Area,North Carolina,"Lenoir County, NC",53.6,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,02486,MACON SERVICE AREA,Medically Underserved Area,North Carolina,"Macon County, NC",52.8,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,02487,MADISON SERVICE AREA,Medically Underserved Area,North Carolina,"Madison County, NC",39.7,Designated,Non-Rural,11/01/1978,11/01/1978
,Primary Care,1371609486,Martin County,Medically Underserved Area,North Carolina,"Martin County, NC",58.4,Designated,Rural,11/01/1978,11/16/2015
,Primary Care,02485,MCDOWELL SERVICE AREA,Medically Underserved Area,North Carolina,"McDowell County, NC",60.8,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,02522,Mecklenburg Service Area,Medically Underserved Area,North Carolina,"Mecklenburg County, NC",47.9,Designated,Non-Rural,05/18/1984,05/04/1994
,Primary Care,02535,Mecklenburg Service Area,Medically Underserved Area,North Carolina,"Mecklenburg County, NC",54.3,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,02536,Mecklenburg Service Area,Medically Underserved Area,North Carolina,"Mecklenburg County, NC",52.0,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,02489,MITCHELL SERVICE AREA,Medically Underserved Area,North Carolina,"Mitchell County, NC",41.2,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,02490,MONTGOMERY SERVICE AREA,Medically Underserved Area,North Carolina,"Montgomery County, NC",49.9,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,02491,NASH SERVICE AREA,Medically Underserved Area,North Carolina,"Nash County, NC",42.4,Designated,Partially Rural,11/01/1978,11/01/1978
,Primary Care,02537,New Hanover Service Area,Medically Underserved Area,North Carolina,"New Hanover County, NC",50.6,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,02519,North Watauga Service Area,Medically Underserved Area,North Carolina,"Watauga County, NC",61.1,Designated,Rural,04/11/1994,07/13/1994
,Primary Care,02492,NORTHAMPTON SERVICE AREA,Medically Underserved Area,North Carolina,"Northampton County, NC",37.3,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,02493,ONSLOW SERVICE AREA,Medically Underserved Area,North Carolina,"Onslow County, NC",53.7,Designated,Partially Rural,11/01/1978,11/01/1978
,Primary Care,02523,Orange Service Area,Medically Underserved Area,North Carolina,"Orange County, NC",58.6,Designated,Non-Rural,03/03/1982,05/04/1994
,Primary Care,02494,PAMLICO SERVICE AREA,Medically Underserved Area,North Carolina,"Pamlico County, NC",47.0,Designated,Partially Rural,11/01/1978,11/01/1978
,Primary Care,02495,PENDER SERVICE AREA,Medically Underserved Area,North Carolina,"Pender County, NC",50.7,Designated,Partially Rural,11/01/1978,11/01/1978
,Primary Care,02496,PERQUIMANS SERVICE AREA,Medically Underserved Area,North Carolina,"Perquimans County, NC",40.5,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,02497,PERSON SERVICE AREA,Medically Underserved Area,North Carolina,"Person County, NC",46.1,Designated,Partially Rural,11/01/1978,11/01/1978
,Primary Care,02498,PITT SERVICE AREA,Medically Underserved Area,North Carolina,"Pitt County, NC",51.3,Designated,Non-Rural,11/01/1978,11/01/1978
,Primary Care,1377401518,POLK SERVICE AREA,Medically Underserved Area,North Carolina,"Polk County, NC",54.0,Designated,Rural,11/01/1978,10/27/2016
,Primary Care,02546,Randolph Service Area,Medically Underserved Area,North Carolina,"Randolph County, NC",61.8,Designated,Rural,05/12/1994,05/12/1994
,Primary Care,02500,RICHMOND SERVICE AREA,Medically Underserved Area,North Carolina,"Richmond County, NC",46.1,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,02501,ROBESON SERVICE AREA,Medically Underserved Area,North Carolina,"Robeson County, NC",43.7,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,02502,ROCKINGHAM SERVICE AREA,Medically Underserved Area,North Carolina,"Rockingham County, NC",58.3,Designated,Partially Rural,11/01/1978,11/01/1978
,Primary Care,02503,RUTHERFORD SERVICE AREA,Medically Underserved Area,North Carolina,"Rutherford County, NC",58.4,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,02504,SAMPSON SERVICE AREA,Medically Underserved Area,North Carolina,"Sampson County, NC",49.2,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,02505,SCOTLAND SERVICE AREA,Medically Underserved Area,North Carolina,"Scotland County, NC",48.9,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,02518,Southwest Gastonia/Bessemer Service Area,Medically Underserved Area,North Carolina,"Gaston County, NC",62.0,Designated,Non-Rural,02/10/1992,02/04/1994
,Primary Care,02547,Steele Service Area,Medically Underserved Area,North Carolina,"Rowan County, NC",53.6,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,02506,STOKES SERVICE AREA,Medically Underserved Area,North Carolina,"Stokes County, NC",57.3,Designated,Non-Rural,11/01/1978,11/01/1978
,Primary Care,02558,Stony Fork Service Area,Medically Underserved Area,North Carolina,"Watauga County, NC",0.0,Designated,Rural,05/12/1994,05/12/1994
,Primary Care,02507,SWAIN SERVICE AREA,Medically Underserved Area,North Carolina,"Swain County, NC",55.8,Designated,Rural,03/15/1996,03/15/1996
,Primary Care,02556,Township 1 Carthage Service Area,Medically Underserved Area,North Carolina,"Moore County, NC",49.0,Designated,Rural,05/12/1994,05/12/1994
,Primary Care,02557,Township 10 Little River - County,Medically Underserved Area,North Carolina,"Moore County, NC",0.0,Designated,Rural,05/12/1994,05/12/1994
,Primary Care,02508,TYRRELL SERVICE AREA,Medically Underserved Area,North Carolina,"Tyrrell County, NC",31.4,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,02509,UNION SERVICE AREA,Medically Underserved Area,North Carolina,"Union County, NC",54.9,Designated,Non-Rural,11/01/1978,11/01/1978
,Primary Care,02510,VANCE SERVICE AREA,Medically Underserved Area,North Carolina,"Vance County, NC",46.2,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,02538,Wake Service Area,Medically Underserved Area,North Carolina,"Wake County, NC",55.1,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,02539,Wake Service Area,Medically Underserved Area,North Carolina,"Wake County, NC",55.2,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,02549,Wake Service Area,Medically Underserved Area,North Carolina,"Wake County, NC",59.0,Designated,Non-Rural,05/12/1994,05/12/1994
,Primary Care,02511,WARREN SERVICE AREA,Medically Underserved Area,North Carolina,"Warren County, NC",30.4,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,02512,WASHINGTON SERVICE AREA,Medically Underserved Area,North Carolina,"Washington County, NC",37.2,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,02559,Watauga Service Area,Medically Underserved Area,North Carolina,"Watauga County, NC",0.0,Designated,Rural,05/12/1994,05/12/1994
,Primary Care,02513,WAYNE SERVICE AREA,Medically Underserved Area,North Carolina,"Wayne County, NC",54.4,Designated,Partially Rural,11/01/1978,11/01/1978
,Primary Care,07590,West Central Catawba,Medically Underserved Area,North Carolina,"Catawba County, NC",57.1,Designated,Non-Rural,06/15/2007,06/15/2007
,Primary Care,02514,WILKES SERVICE AREA,Medically Underserved Area,North Carolina,"Wilkes County, NC",47.0,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,02515,WILSON SERVICE AREA,Medically Underserved Area,North Carolina,"Wilson County, NC",53.3,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,02516,YADKIN SERVICE AREA,Medically Underserved Area,North Carolina,"Yadkin County, NC",58.4,Designated,Partially Rural,11/01/1978,11/01/1978
,Primary Care,02517,YANCEY SERVICE AREA,Medically Underserved Area,North Carolina,"Yancey County, NC",46.5,Designated,Rural,11/01/1978,11/01/1978
,Primary Care,02521,Low Inc & MFW Population,MUA – Governor’s Exception,North Carolina,"Henderson County, NC",0.0,Designated,Partially Rural,01/10/1994,05/04/1994
,Primary Care,1373790317,LI-Chowan County,MUP Low Income,North Carolina,"Chowan County, NC",49.9,Designated,Rural,05/13/2019,05/13/2019
,Primary Care,1372397000,Low Income Haywood MUP,MUP Low Income,North Carolina,"Haywood County, NC",53.2,Designated,Partially Rural,06/29/2015,06/29/2015
,Primary Care,1386140663,Adams County,Medically Underserved Area,North Dakota,"Adams County, ND",55.0,Designated,Rural,03/25/2022,03/25/2022
,Primary Care,02595,Amity Service Area,Medically Underserved Area,North Dakota,"Bottineau County, ND",59.4,Designated,Rural,08/31/1994,08/31/1994
,Primary Care,02601,Austin Service Area,Medically Underserved Area,North Dakota,"Mountrail County, ND",59.7,Designated,Rural,09/06/1994,09/06/1994
,Primary Care,02560,BENSON SERVICE AREA,Medically Underserved Area,North Dakota,"Benson County, ND",33.4,Designated,Rural,04/12/1994,04/12/1994
,Primary Care,02600,Bicker Service Area,Medically Underserved Area,North Dakota,"Mountrail County, ND",54.9,Designated,Rural,09/06/1994,09/06/1994
,Primary Care,02561,BILLINGS SERVICE AREA,Medically Underserved Area,North Dakota,"Billings County, ND",48.7,Designated,Rural,04/12/1994,04/12/1994
,Primary Care,02592,Binghamton Service Area,Medically Underserved Area,North Dakota,"Barnes County, ND",60.1,Designated,Rural,08/31/1994,08/31/1994
,Primary Care,07207,Bismarck Service Area,Medically Underserved Area,North Dakota,"Burleigh County, ND",62.0,Designated,Non-Rural,05/03/2002,05/03/2002
